ZONE,PER,QUANTITY
8,PER23,98
8,PER24,99
8,PER25,99
8,PER26,111
8,PER27,113
8,PER28,110
8,PER29,105
8,PER30,95
8,PER31,96
8,PER32,101
8,PER33,85
8,PER34,70
8,PER35,74
8,PER36,49
8,PER37,37
8,PER38,28
8,PER39,24
8,PER40,21
8,PER41,22
8,PER42,14
8,PER43,6
8,PER44,6
8,PER45,3
8,PER46,2
8,PER47,0
8,PER48,0
9,PER01,0
9,PER02,5
9,PER03,5
9,PER04,3
9,PER05,3
9,PER06,5
9,PER07,9
9,PER08,23
9,PER09,32
9,PER10,61
9,PER11,63
9,PER12,56
9,PER13,48
9,PER14,58
9,PER15,67
9,PER16,75
9,PER17,86
9,PER18,118
9,PER19,131
9,PER20,129
9,PER21,116
9,PER22,106
9,PER23,89
9,PER24,92
9,PER25,85
9,PER26,88
9,PER27,90
9,PER28,92
9,PER29,95
9,PER30,99
9,PER31,91
9,PER32,94
9,PER33,92
9,PER34,77
9,PER35,68
9,PER36,55
9,PER37,42
9,PER38,25
9,PER39,29
9,PER40,22
9,PER41,12
9,PER42,6
9,PER43,6
9,PER44,5
9,PER45,4
9,PER46,3
9,PER47,3
9,PER48,2
10,PER01,7
10,PER02,15
10,PER03,15
10,PER04,22
10,PER05,22
10,PER06,46
10,PER07,177
10,PER08,677
10,PER09,2006
10,PER10,3389
10,PER11,4116
10,PER12,4330
10,PER13,4403
10,PER14,4446
10,PER15,4461
10,PER16,4486
10,PER17,4483
10,PER18,4495
10,PER19,4484
10,PER20,4465
10,PER21,4399
10,PER22,4344
10,PER23,4311
10,PER24,4190
10,PER25,3558
10,PER26,3059
10,PER27,2377
10,PER28,1670
10,PER29,1222
10,PER30,996
10,PER31,800
10,PER32,646
10,PER33,487
10,PER34,372
10,PER35,305
10,PER36,221
10,PER37,161
10,PER38,133
10,PER39,109
10,PER40,102
10,PER41,84
10,PER42,67
10,PER43,66
10,PER44,54
10,PER45,44
10,PER46,31
10,PER47,16
10,PER48,10
11,PER01,1
11,PER02,2
11,PER03,2
11,PER04,3
11,PER05,4
11,PER06,6
11,PER07,14
11,PER08,15
11,PER09,15
11,PER10,25
11,PER11,30
11,PER12,29
11,PER13,38
11,PER14,46
11,PER15,55
11,PER16,68
11,PER17,73
11,PER18,77
11,PER19,80
11,PER20,90
11,PER21,81
11,PER22,81
11,PER23,75
11,PER24,67
11,PER25,58
11,PER26,52
11,PER27,45
11,PER28,44
11,PER29,45
11,PER30,51
11,PER31,53
11,PER32,56
11,PER33,53
11,PER34,52
11,PER35,49
11,PER36,39
11,PER37,26
11,PER38,25
11,PER39,11
11,PER40,11
11,PER41,4
11,PER42,2
11,PER43,2
11,PER44,1
11,PER45,0
11,PER46,0
11,PER47,0
11,PER48,0
12,PER01,0
12,PER02,0
12,PER03,0
12,PER04,0
12,PER05,0
12,PER06,0
12,PER07,2
12,PER08,3
12,PER09,14
12,PER10,17
12,PER11,18
12,PER12,17
12,PER13,17
12,PER14,19
12,PER15,23
12,PER16,25
12,PER17,30
12,PER18,34
12,PER19,46
12,PER20,52
12,PER21,48
12,PER22,44
12,PER23,40
12,PER24,35
12,PER25,28
12,PER26,26
12,PER27,28
12,PER28,30
12,PER29,32
12,PER30,36
12,PER31,32
12,PER32,33
12,PER33,29
12,PER34,27
12,PER35,20
12,PER36,20
12,PER37,13
12,PER38,10
12,PER39,4
12,PER40,0
12,PER41,0
12,PER42,0
12,PER43,0
12,PER44,0
12,PER45,0
12,PER46,0
12,PER47,0
12,PER48,0
13,PER01,1
13,PER02,1
13,PER03,6
13,PER04,16
13,PER05,22
13,PER06,27
13,PER07,41
13,PER08,97
13,PER09,164
13,PER10,225
13,PER11,226
13,PER12,219
13,PER13,240
13,PER14,266
13,PER15,266
13,PER16,263
13,PER17,275
13,PER18,293
13,PER19,304
13,PER20,313
13,PER21,310
13,PER22,324
13,PER23,345
13,PER24,354
13,PER25,352
13,PER26,337
13,PER27,321
13,PER28,301
13,PER29,288
13,PER30,292
13,PER31,277
13,PER32,277
13,PER33,280
13,PER34,223
13,PER35,184
13,PER36,148
13,PER37,118
13,PER38,86
13,PER39,65
13,PER40,48
13,PER41,30
13,PER42,26
13,PER43,22
13,PER44,20
13,PER45,11
13,PER46,14
13,PER47,10
13,PER48,3
14,PER01,2
14,PER02,2
14,PER03,3
14,PER04,17
14,PER05,35
14,PER06,78
14,PER07,108
14,PER08,187
14,PER09,324
14,PER10,456
14,PER11,562
14,PER12,636
14,PER13,718
14,PER14,776
14,PER15,818
14,PER16,883
14,PER17,950
14,PER18,1012
14,PER19,1030
14,PER20,1047
14,PER21,1028
14,PER22,985
14,PER23,945
14,PER24,915
14,PER25,910
14,PER26,871
14,PER27,851
14,PER28,791
14,PER29,759
14,PER30,747
14,PER31,707
14,PER32,667
14,PER33,672
14,PER34,595
14,PER35,530
14,PER36,438
14,PER37,297
14,PER38,199
14,PER39,147
14,PER40,110
14,PER41,73
14,PER42,42
14,PER43,28
14,PER44,16
14,PER45,19
14,PER46,8
14,PER47,9
14,PER48,5
15,PER01,0
15,PER02,0
15,PER03,0
15,PER04,0
15,PER05,2
15,PER06,6
15,PER07,12
15,PER08,32
15,PER09,57
15,PER10,93
15,PER11,119
15,PER12,122
15,PER13,127
15,PER14,123
15,PER15,134
15,PER16,127
15,PER17,139
15,PER18,147
15,PER19,157
15,PER20,163
15,PER21,155
15,PER22,154
15,PER23,145
15,PER24,147
15,PER25,136
15,PER26,130
15,PER27,115
15,PER28,88
15,PER29,70
15,PER30,59
15,PER31,56
15,PER32,38
15,PER33,33
15,PER34,32
15,PER35,23
15,PER36,22
15,PER37,17
15,PER38,9
15,PER39,8
15,PER40,4
15,PER41,2
15,PER42,3
15,PER43,3
15,PER44,2
15,PER45,0
15,PER46,0
15,PER47,0
15,PER48,1
16,PER01,1
16,PER02,3
16,PER03,4
16,PER04,5
16,PER05,14
16,PER06,22
16,PER07,42
16,PER08,62
16,PER09,75
16,PER10,83
16,PER11,107
16,PER12,115
16,PER13,137
16,PER14,139
16,PER15,136
16,PER16,141
16,PER17,147
16,PER18,149
16,PER19,167
16,PER20,162
16,PER21,164
16,PER22,153
16,PER23,138
16,PER24,131
16,PER25,135
16,PER26,129
16,PER27,128
16,PER28,122
16,PER29,117
16,PER30,105
16,PER31,90
16,PER32,87
16,PER33,72
16,PER34,69
16,PER35,59
16,PER36,50
16,PER37,40
16,PER38,26
16,PER39,14
16,PER40,9
16,PER41,6
16,PER42,4
16,PER43,3
16,PER44,2
16,PER45,0
16,PER46,0
16,PER47,0
16,PER48,0
17,PER01,0
17,PER02,0
17,PER03,4
17,PER04,5
17,PER05,7
17,PER06,14
17,PER07,19
17,PER08,26
17,PER09,33
17,PER10,48
17,PER11,63
17,PER12,67
17,PER13,72
17,PER14,79
17,PER15,84
17,PER16,83
17,PER17,93
17,PER18,105
17,PER19,112
17,PER20,110
17,PER21,104
17,PER22,101
17,PER23,97
17,PER24,112
17,PER25,104
17,PER26,89
17,PER27,95
17,PER28,99
17,PER29,104
17,PER30,96
17,PER31,94
17,PER32,95
17,PER33,82
17,PER34,66
17,PER35,57
17,PER36,45
17,PER37,38
17,PER38,23
17,PER39,12
17,PER40,7
17,PER41,9
17,PER42,8
17,PER43,8
17,PER44,8
17,PER45,7
17,PER46,7
17,PER47,6
17,PER48,1
18,PER01,1
18,PER02,2
18,PER03,3
18,PER04,4
18,PER05,5
18,PER06,15
18,PER07,22
18,PER08,47
18,PER09,97
18,PER10,152
18,PER11,144
18,PER12,123
18,PER13,120
18,PER14,132
18,PER15,142
18,PER16,137
18,PER17,143
18,PER18,141
18,PER19,155
18,PER20,156
18,PER21,139
18,PER22,131
18,PER23,160
18,PER24,171
18,PER25,168
18,PER26,173
18,PER27,165
18,PER28,167
18,PER29,137
18,PER30,132
18,PER31,106
18,PER32,80
18,PER33,80
18,PER34,63
18,PER35,49
18,PER36,41
18,PER37,21
18,PER38,16
18,PER39,16
18,PER40,14
18,PER41,13
18,PER42,12
18,PER43,9
18,PER44,7
18,PER45,7
18,PER46,10
18,PER47,8
18,PER48,5
19,PER01,0
19,PER02,1
19,PER03,2
19,PER04,1
19,PER05,0
19,PER06,3
19,PER07,10
19,PER08,13
19,PER09,21
19,PER10,33
19,PER11,44
19,PER12,41
19,PER13,44
19,PER14,42
19,PER15,46
19,PER16,46
19,PER17,51
19,PER18,60
19,PER19,69
19,PER20,70
19,PER21,67
19,PER22,60
19,PER23,61
19,PER24,64
19,PER25,62
19,PER26,63
19,PER27,55
19,PER28,48
19,PER29,54
19,PER30,47
19,PER31,44
19,PER32,41
19,PER33,44
19,PER34,36
19,PER35,34
19,PER36,27
19,PER37,18
19,PER38,19
19,PER39,12
19,PER40,7
19,PER41,4
19,PER42,4
19,PER43,8
19,PER44,4
19,PER45,3
19,PER46,1
19,PER47,1
19,PER48,1
20,PER01,0
20,PER02,0
20,PER03,0
20,PER04,0
20,PER05,0
20,PER06,2
20,PER07,12
20,PER08,59
20,PER09,175
20,PER10,295
20,PER11,365
20,PER12,369
20,PER13,385
20,PER14,396
20,PER15,403
20,PER16,408
20,PER17,400
20,PER18,408
20,PER19,419
20,PER20,421
20,PER21,409
20,PER22,406
20,PER23,402
20,PER24,389
20,PER25,341
20,PER26,285
20,PER27,230
20,PER28,185
20,PER29,148
20,PER30,134
20,PER31,118
20,PER32,91
20,PER33,69
20,PER34,58
20,PER35,44
20,PER36,28
20,PER37,18
20,PER38,13
20,PER39,11
20,PER40,9
20,PER41,6
20,PER42,4
20,PER43,3
20,PER44,3
20,PER45,3
20,PER46,3
20,PER47,3
20,PER48,3
21,PER01,0
21,PER02,0
21,PER03,0
21,PER04,0
21,PER05,1
21,PER06,2
21,PER07,6
21,PER08,9
21,PER09,15
21,PER10,24
21,PER11,27
21,PER12,29
21,PER13,30
21,PER14,29
21,PER15,36
21,PER16,33
21,PER17,34
21,PER18,49
21,PER19,57
21,PER20,56
21,PER21,53
21,PER22,45
21,PER23,45
21,PER24,36
21,PER25,37
21,PER26,38
21,PER27,38
21,PER28,44
21,PER29,36
21,PER30,29
21,PER31,34
21,PER32,28
21,PER33,20
21,PER34,21
21,PER35,14
21,PER36,13
21,PER37,21
21,PER38,15
21,PER39,5
21,PER40,3
21,PER41,2
21,PER42,2
21,PER43,1
21,PER44,1
21,PER45,1
21,PER46,0
21,PER47,0
21,PER48,0
22,PER01,0
22,PER02,0
22,PER03,0
22,PER04,0
22,PER05,5
22,PER06,5
22,PER07,14
22,PER08,22
22,PER09,25
22,PER10,35
22,PER11,36
22,PER12,38
22,PER13,42
22,PER14,47
22,PER15,50
22,PER16,51
22,PER17,53
22,PER18,68
22,PER19,76
22,PER20,77
22,PER21,68
22,PER22,65
22,PER23,63
22,PER24,56
22,PER25,50
22,PER26,50
22,PER27,52
22,PER28,50
22,PER29,53
22,PER30,50
22,PER31,45
22,PER32,55
22,PER33,46
22,PER34,38
22,PER35,35
22,PER36,24
22,PER37,9
22,PER38,10
22,PER39,7
22,PER40,7
22,PER41,7
22,PER42,7
22,PER43,6
22,PER44,2
22,PER45,1
22,PER46,1
22,PER47,1
22,PER48,1
23,PER01,0
23,PER02,0
23,PER03,0
23,PER04,0
23,PER05,2
23,PER06,4
23,PER07,5
23,PER08,8
23,PER09,9
23,PER10,15
23,PER11,13
23,PER12,15
23,PER13,17
23,PER14,23
23,PER15,24
23,PER16,25
23,PER17,25
23,PER18,26
23,PER19,33
23,PER20,36
23,PER21,38
23,PER22,37
23,PER23,32
23,PER24,25
23,PER25,28
23,PER26,25
23,PER27,24
23,PER28,26
23,PER29,23
23,PER30,21
23,PER31,20
23,PER32,19
23,PER33,18
23,PER34,15
23,PER35,15
23,PER36,10
23,PER37,7
23,PER38,7
23,PER39,1
23,PER40,1
23,PER41,1
23,PER42,1
23,PER43,1
23,PER44,1
23,PER45,1
23,PER46,0
23,PER47,0
23,PER48,0
24,PER01,0
24,PER02,0
24,PER03,0
24,PER04,0
24,PER05,0
24,PER06,0
24,PER07,1
24,PER08,1
24,PER09,1
24,PER10,4
24,PER11,7
24,PER12,3
24,PER13,2
24,PER14,2
24,PER15,1
24,PER16,3
24,PER17,5
24,PER18,6
24,PER19,10
24,PER20,15
24,PER21,16
24,PER22,12
24,PER23,14
24,PER24,15
24,PER25,12
24,PER26,8
24,PER27,7
24,PER28,9
24,PER29,14
24,PER30,17
24,PER31,13
24,PER32,12
24,PER33,11
24,PER34,11
24,PER35,7
24,PER36,5
24,PER37,4
24,PER38,7
24,PER39,3
24,PER40,2
24,PER41,4
24,PER42,3
24,PER43,0
24,PER44,2
24,PER45,0
24,PER46,0
24,PER47,0
24,PER48,0
25,PER01,0
25,PER02,0
25,PER03,0
25,PER04,7
25,PER05,10
25,PER06,15
25,PER07,33
25,PER08,79
25,PER09,120
25,PER10,162
25,PER11,178
25,PER12,204
25,PER13,226
25,PER14,253
25,PER15,284
25,PER16,279
25,PER17,298
25,PER18,308
25,PER19,302
25,PER20,326
25,PER21,335
25,PER22,317
25,PER23,311
25,PER24,292
25,PER25,283
25,PER26,278
25,PER27,278
25,PER28,288
25,PER29,273
25,PER30,288
25,PER31,271
25,PER32,273
25,PER33,263
25,PER34,228
25,PER35,171
25,PER36,145
25,PER37,115
25,PER38,81
25,PER39,77
25,PER40,49
25,PER41,33
25,PER42,17
25,PER43,13
25,PER44,11
25,PER45,7
25,PER46,4
25,PER47,4
25,PER48,4
26,PER01,3
26,PER02,7
26,PER03,8
26,PER04,11
26,PER05,13
26,PER06,35
26,PER07,76
26,PER08,189
26,PER09,446
26,PER10,720
26,PER11,870
26,PER12,902
26,PER13,947
26,PER14,980
26,PER15,988
26,PER16,994
26,PER17,1005
26,PER18,1018
26,PER19,1041
26,PER20,1045
26,PER21,1057
26,PER22,1016
26,PER23,1030
26,PER24,1019
26,PER25,931
26,PER26,850
26,PER27,715
26,PER28,582
26,PER29,481
26,PER30,445
26,PER31,405
26,PER32,356
26,PER33,325
26,PER34,268
26,PER35,242
26,PER36,191
26,PER37,146
26,PER38,112
26,PER39,98
26,PER40,55
26,PER41,41
26,PER42,36
26,PER43,36
26,PER44,23
26,PER45,15
26,PER46,13
26,PER47,12
26,PER48,5
27,PER01,0
27,PER02,0
27,PER03,0
27,PER04,0
27,PER05,5
27,PER06,13
27,PER07,18
27,PER08,32
27,PER09,48
27,PER10,73
27,PER11,85
27,PER12,96
27,PER13,96
27,PER14,102
27,PER15,104
27,PER16,113
27,PER17,115
27,PER18,126
27,PER19,140
27,PER20,137
27,PER21,132
27,PER22,129
27,PER23,125
27,PER24,129
27,PER25,127
27,PER26,136
27,PER27,145
27,PER28,155
27,PER29,133
27,PER30,120
27,PER31,130
27,PER32,129
27,PER33,118
27,PER34,104
27,PER35,89
27,PER36,76
27,PER37,37
27,PER38,32
27,PER39,35
27,PER40,19
27,PER41,10
27,PER42,4
27,PER43,2
27,PER44,2
27,PER45,1
27,PER46,1
27,PER47,1
27,PER48,1
28,PER01,3
28,PER02,3
28,PER03,4
28,PER04,8
28,PER05,13
28,PER06,22
28,PER07,57
28,PER08,153
28,PER09,426
28,PER10,765
28,PER11,875
28,PER12,862
28,PER13,857
28,PER14,863
28,PER15,879
28,PER16,883
28,PER17,891
28,PER18,895
28,PER19,903
28,PER20,890
28,PER21,879
28,PER22,879
28,PER23,893
28,PER24,907
28,PER25,787
28,PER26,691
28,PER27,569
28,PER28,423
28,PER29,353
28,PER30,305
28,PER31,234
28,PER32,199
28,PER33,201
28,PER34,144
28,PER35,104
28,PER36,97
28,PER37,72
28,PER38,59
28,PER39,37
28,PER40,25
28,PER41,17
28,PER42,9
28,PER43,8
28,PER44,7
28,PER45,8
28,PER46,6
28,PER47,3
28,PER48,1
29,PER01,0
29,PER02,0
29,PER03,0
29,PER04,0
29,PER05,0
29,PER06,1
29,PER07,1
29,PER08,1
29,PER09,3
29,PER10,4
29,PER11,5
29,PER12,4
29,PER13,4
29,PER14,6
29,PER15,6
29,PER16,7
29,PER17,9
29,PER18,11
29,PER19,15
29,PER20,14
29,PER21,10
29,PER22,10
29,PER23,7
29,PER24,8
29,PER25,4
29,PER26,3
29,PER27,4
29,PER28,4
29,PER29,8
29,PER30,2
29,PER31,5
29,PER32,3
29,PER33,2
29,PER34,1
29,PER35,5
29,PER36,0
29,PER37,0
29,PER38,1
29,PER39,1
29,PER40,1
29,PER41,1
29,PER42,2
29,PER43,2
29,PER44,1
29,PER45,1
29,PER46,1
29,PER47,1
29,PER48,1
30,PER01,2
30,PER02,3
30,PER03,5
30,PER04,5
30,PER05,11
30,PER06,19
30,PER07,31
30,PER08,43
30,PER09,60
30,PER10,84
30,PER11,106
30,PER12,106
30,PER13,105
30,PER14,118
30,PER15,135
30,PER16,144
30,PER17,154
30,PER18,164
30,PER19,163
30,PER20,169
30,PER21,152
30,PER22,157
30,PER23,151
30,PER24,154
30,PER25,145
30,PER26,149
30,PER27,169
30,PER28,150
30,PER29,145
30,PER30,155
30,PER31,168
30,PER32,162
30,PER33,163
30,PER34,140
30,PER35,108
30,PER36,100
30,PER37,89
30,PER38,57
30,PER39,35
30,PER40,22
30,PER41,16
30,PER42,9
30,PER43,4
30,PER44,3
30,PER45,1
30,PER46,0
30,PER47,2
30,PER48,0
31,PER01,0
31,PER02,1
31,PER03,1
31,PER04,2
31,PER05,2
31,PER06,8
31,PER07,14
31,PER08,22
31,PER09,33
31,PER10,43
31,PER11,56
31,PER12,54
31,PER13,60
31,PER14,63
31,PER15,60
31,PER16,54
31,PER17,58
31,PER18,75
31,PER19,76
31,PER20,80
31,PER21,86
31,PER22,81
31,PER23,73
31,PER24,68
31,PER25,62
31,PER26,67
31,PER27,64
31,PER28,53
31,PER29,67
31,PER30,65
31,PER31,59
31,PER32,63
31,PER33,57
31,PER34,53
31,PER35,48
31,PER36,36
31,PER37,31
31,PER38,26
31,PER39,8
31,PER40,4
31,PER41,5
31,PER42,7
31,PER43,2
31,PER44,1
31,PER45,0
31,PER46,0
31,PER47,0
31,PER48,0
32,PER01,1
32,PER02,2
32,PER03,2
32,PER04,3
32,PER05,10
32,PER06,18
32,PER07,24
32,PER08,38
32,PER09,51
32,PER10,69
32,PER11,73
32,PER12,83
32,PER13,93
32,PER14,90
32,PER15,102
32,PER16,104
32,PER17,116
32,PER18,128
32,PER19,149
32,PER20,140
32,PER21,140
32,PER22,120
32,PER23,109
32,PER24,103
32,PER25,108
32,PER26,113
32,PER27,116
32,PER28,110
32,PER29,100
32,PER30,107
32,PER31,108
32,PER32,101
32,PER33,105
32,PER34,80
32,PER35,65
32,PER36,49
32,PER37,39
32,PER38,37
32,PER39,27
32,PER40,16
32,PER41,9
32,PER42,6
32,PER43,7
32,PER44,6
32,PER45,3
32,PER46,1
32,PER47,1
32,PER48,1
33,PER01,1
33,PER02,1
33,PER03,3
33,PER04,7
33,PER05,12
33,PER06,25
33,PER07,36
33,PER08,37
33,PER09,69
33,PER10,85
33,PER11,87
33,PER12,91
33,PER13,102
33,PER14,112
33,PER15,118
33,PER16,122
33,PER17,126
33,PER18,144
33,PER19,152
33,PER20,151
33,PER21,137
33,PER22,129
33,PER23,128
33,PER24,132
33,PER25,130
33,PER26,130
33,PER27,122
33,PER28,130
33,PER29,119
33,PER30,117
33,PER31,100
33,PER32,91
33,PER33,95
33,PER34,96
33,PER35,91
33,PER36,75
33,PER37,49
33,PER38,44
33,PER39,29
33,PER40,18
33,PER41,12
33,PER42,8
33,PER43,5
33,PER44,5
33,PER45,4
33,PER46,4
33,PER47,1
33,PER48,1
34,PER01,1
34,PER02,1
34,PER03,2
34,PER04,2
34,PER05,8
34,PER06,16
34,PER07,19
34,PER08,29
34,PER09,42
34,PER10,51
34,PER11,61
34,PER12,65
34,PER13,70
34,PER14,73
34,PER15,71
34,PER16,80
34,PER17,89
34,PER18,102
34,PER19,117
34,PER20,110
34,PER21,104
34,PER22,106
34,PER23,95
34,PER24,90
34,PER25,86
34,PER26,92
34,PER27,94
34,PER28,98
34,PER29,84
34,PER30,85
34,PER31,104
34,PER32,93
34,PER33,95
34,PER34,85
34,PER35,62
34,PER36,65
34,PER37,56
34,PER38,40
34,PER39,28
34,PER40,16
34,PER41,12
34,PER42,8
34,PER43,2
34,PER44,0
34,PER45,0
34,PER46,1
34,PER47,1
34,PER48,0
35,PER01,1
35,PER02,1
35,PER03,2
35,PER04,2
35,PER05,4
35,PER06,11
35,PER07,20
35,PER08,30
35,PER09,44
35,PER10,62
35,PER11,71
35,PER12,79
35,PER13,105
35,PER14,127
35,PER15,126
35,PER16,129
35,PER17,138
35,PER18,158
35,PER19,158
35,PER20,153
35,PER21,147
35,PER22,144
35,PER23,140
35,PER24,126
35,PER25,122
35,PER26,124
35,PER27,107
35,PER28,109
35,PER29,99
35,PER30,106
35,PER31,103
35,PER32,110
35,PER33,100
35,PER34,93
35,PER35,75
35,PER36,46
35,PER37,36
35,PER38,28
35,PER39,22
35,PER40,18
35,PER41,10
35,PER42,4
35,PER43,5
35,PER44,5
35,PER45,1
35,PER46,0
35,PER47,0
35,PER48,0
36,PER01,0
36,PER02,1
36,PER03,1
36,PER04,1
36,PER05,1
36,PER06,2
36,PER07,6
36,PER08,9
36,PER09,15
36,PER10,40
36,PER11,39
36,PER12,36
36,PER13,38
36,PER14,44
36,PER15,42
36,PER16,51
36,PER17,57
36,PER18,62
36,PER19,61
36,PER20,61
36,PER21,42
36,PER22,32
36,PER23,37
36,PER24,40
36,PER25,46
36,PER26,55
36,PER27,50
36,PER28,44
36,PER29,46
36,PER30,56
36,PER31,72
36,PER32,81
36,PER33,65
36,PER34,57
36,PER35,46
36,PER36,39
36,PER37,33
36,PER38,28
36,PER39,22
36,PER40,9
36,PER41,5
36,PER42,2
36,PER43,3
36,PER44,1
36,PER45,0
36,PER46,2
36,PER47,2
36,PER48,0
37,PER01,0
37,PER02,0
37,PER03,0
37,PER04,0
37,PER05,1
37,PER06,1
37,PER07,2
37,PER08,5
37,PER09,9
37,PER10,9
37,PER11,11
