"ORIG_FIPS","DEST_FIPS","ALLALL","WRKALL","NWKALL","ALLSOV","ALLHOV","ALLTRN","ALLWALK","ALLBIKE"
13013,13015,1,1,0,1,0,0,0,0
13013,13057,201,90,111,96,105,0,0,0
13013,13063,118,79,39,83,32,3,0,0
13013,13067,643,395,248,418,225,0,0,0
13013,13085,69,42,27,40,29,0,0,0
13013,13089,4025,2424,1601,2508,1509,8,0,0
13013,13097,14,5,9,7,7,0,0,0
13013,13113,5,0,5,1,4,0,0,0
13013,13117,1676,966,710,997,679,0,0,0
13013,13121,4408,2741,1667,2652,1694,62,0,0
13013,13135,53510,18451,35059,23501,29911,4,28,66
13013,13139,9820,3798,6022,4669,5136,1,1,13
13013,13151,166,92,74,93,73,0,0,0
13013,13217,757,479,278,510,247,0,0,0
13013,13223,2,2,0,2,0,0,0,0
13013,13247,830,552,278,541,289,0,0,0
13013,13255,5,3,2,3,2,0,0,0
13013,13297,12957,4067,8890,5405,7543,0,0,9
13015,13013,1,1,0,1,0,0,0,0
13015,13045,463,216,247,268,195,0,0,0
13015,13057,16931,6748,10183,8551,8365,0,5,10
13015,13063,86,60,26,64,20,2,0,0
13015,13067,34312,14078,20234,17451,16748,11,34,68
13015,13077,7,5,2,7,0,0,0,0
13015,13085,72,44,28,59,13,0,0,0
13015,13089,1308,672,636,715,592,1,0,0
13015,13097,747,442,305,460,287,0,0,0
13015,13113,7,4,3,3,4,0,0,0
13015,13117,897,444,453,496,401,0,0,0
13015,13121,5968,3209,2759,3371,2565,32,0,0
13015,13135,472,263,209,278,193,1,0,0
13015,13139,29,17,12,22,7,0,0,0
13015,13151,16,5,11,8,8,0,0,0
13015,13223,10930,4277,6653,5156,5772,0,1,1
13015,13247,32,6,26,7,25,0,0,0
13015,13297,3,1,2,1,2,0,0,0
13045,13013,1,0,1,1,0,0,0,0
13045,13015,463,217,246,257,206,0,0,0
13045,13057,166,77,89,88,78,0,0,0
13045,13063,705,432,273,451,251,3,0,0
13045,13067,4854,2900,1954,3172,1681,1,0,0
13045,13077,7757,3972,3785,4730,3001,26,0,0
13045,13089,909,480,429,534,370,5,0,0
13045,13097,26160,7725,18435,11108,14904,7,96,45
13045,13113,1242,633,609,818,424,0,0,0
13045,13117,22,7,15,5,17,0,0,0
13045,13121,7025,3751,3274,4035,2947,43,0,0
13045,13135,156,73,83,90,66,0,0,0
13045,13151,90,31,59,47,43,0,0,0
13045,13217,1,0,1,1,0,0,0,0
13045,13223,13744,4934,8810,6645,7088,0,0,11
13045,13247,12,10,2,11,1,0,0,0
13045,13255,49,30,19,30,19,0,0,0
13057,13013,202,76,126,84,118,0,0,0
13057,13015,17090,6853,10237,8707,8368,0,5,10
13057,13045,133,70,63,84,49,0,0,0
13057,13063,672,440,232,369,283,20,0,0
13057,13067,158334,48523,109811,69243,88295,391,187,218
13057,13077,50,17,33,20,30,0,0,0
13057,13085,1933,714,1219,1126,806,0,0,1
13057,13089,8113,4750,3363,4938,3141,34,0,0
13057,13097,733,444,289,460,273,0,0,0
13057,13113,111,44,67,54,57,0,0,0
13057,13117,31107,10472,20635,14499,16575,0,7,26
13057,13121,75150,31471,43679,37089,37715,305,14,27
13057,13135,9051,5313,3738,5524,3526,1,0,0
13057,13139,1221,685,536,768,453,0,0,0
13057,13151,105,44,61,52,53,0,0,0
13057,13217,29,4,25,7,22,0,0,0
13057,13223,4593,1946,2647,2296,2297,0,0,0
13057,13247,53,29,24,29,24,0,0,0
13057,13255,6,5,1,4,2,0,0,0
13057,13297,88,21,67,31,57,0,0,0
13063,13013,103,65,38,67,33,3,0,0
13063,13015,96,62,34,62,32,2,0,0
13063,13045,644,398,246,410,231,3,0,0
13063,13057,623,400,223,349,254,20,0,0
13063,13067,9817,6908,2909,5951,3348,518,0,0
13063,13077,6750,4040,2710,4083,2601,66,0,0
13063,13085,9,3,6,4,5,0,0,0
13063,13089,55207,27428,27779,26499,25557,3035,70,46
13063,13097,3092,2058,1034,1907,1098,87,0,0
13063,13113,50211,14124,36087,20573,29347,124,84,83
13063,13117,447,220,227,205,231,11,0,0
13063,13121,173963,90294,83669,81501,76230,15423,504,305
13063,13135,5326,3710,1616,3103,1823,400,0,0
13063,13139,68,42,26,40,27,1,0,0
13063,13151,94320,27440,66880,39302,54225,347,274,172
13063,13217,2548,1539,1009,1463,1067,18,0,0
13063,13223,969,636,333,599,363,7,0,0
13063,13247,3738,2053,1685,2102,1589,47,0,0
13063,13255,6908,3421,3487,3778,3090,40,0,0
13063,13297,557,391,166,376,178,3,0,0
13067,13013,609,361,248,384,225,0,0,0
13067,13015,34622,14242,20380,17598,16910,13,34,67
13067,13045,4744,2802,1942,3062,1681,1,0,0
13067,13057,159589,49453,110136,70170,88580,417,201,221
13067,13063,9744,6806,2938,5863,3404,477,0,0
13067,13077,2996,1860,1136,1885,1105,6,0,0
13067,13085,776,367,409,463,312,1,0,0
13067,13089,61228,33184,28044,34533,25697,994,0,4
13067,13097,64936,22127,42809,29539,34897,49,288,163
13067,13113,3075,1901,1174,1905,1164,6,0,0
13067,13117,12177,6886,5291,7482,4670,25,0,0
13067,13121,357124,154542,202582,179067,172163,5151,319,424
13067,13135,24169,14686,9483,15276,8727,166,0,0
13067,13139,921,478,443,526,394,1,0,0
13067,13151,3326,2135,1191,2047,1252,27,0,0
13067,13217,854,521,333,495,354,5,0,0
13067,13223,119597,36882,82715,50649,68692,31,90,135
13067,13247,1332,807,525,798,519,15,0,0
13067,13255,298,165,133,173,125,0,0,0
13067,13297,459,276,183,292,164,3,0,0
13077,13015,10,6,4,10,0,0,0,0
13077,13045,7816,3997,3819,4742,3047,27,0,0
13077,13057,45,11,34,10,35,0,0,0
13077,13063,6933,4205,2728,4284,2582,67,0,0
13077,13067,3205,2019,1186,2035,1164,6,0,0
13077,13089,3162,1797,1365,1807,1319,36,0,0
13077,13097,4175,2340,1835,2509,1666,0,0,0
13077,13113,45748,13842,31906,19426,26257,0,2,63
13077,13117,4,3,1,2,2,0,0,0
13077,13121,27585,13130,14455,14571,12723,276,10,5
13077,13135,281,141,140,149,131,1,0,0
13077,13139,1,1,0,1,0,0,0,0
13077,13151,1802,958,844,1038,763,1,0,0
13077,13217,65,20,45,25,40,0,0,0
13077,13223,894,404,490,414,480,0,0,0
13077,13247,179,51,128,61,118,0,0,0
13077,13255,3084,1698,1386,1923,1160,0,0,1
13077,13297,8,5,3,6,2,0,0,0
13085,13013,70,42,28,43,27,0,0,0
13085,13015,72,46,26,54,18,0,0,0
13085,13057,1996,713,1283,1079,916,0,0,1
13085,13063,12,6,6,5,7,0,0,0
13085,13067,894,430,464,534,358,2,0,0
13085,13089,520,300,220,356,163,1,0,0
13085,13097,7,2,5,2,5,0,0,0
13085,13113,2,1,1,2,0,0,0,0
13085,13117,24348,5566,18782,10204,14097,0,12,35
13085,13121,3499,1976,1523,2128,1369,2,0,0
13085,13135,2074,1065,1009,1197,877,0,0,0
13085,13139,6890,2683,4207,3529,3360,0,0,1
13085,13217,2,0,2,1,1,0,0,0
13085,13223,7,4,3,6,1,0,0,0
13085,13297,12,8,4,8,4,0,0,0
13089,13013,3839,2253,1586,2357,1474,8,0,0
13089,13015,1160,602,558,652,506,2,0,0
13089,13045,932,508,424,571,356,5,0,0
13089,13057,7339,4318,3021,4569,2735,35,0,0
13089,13063,55461,27619,27842,26624,25690,3021,79,47
13089,13067,61089,33220,27869,34550,25511,1025,0,3
13089,13077,2876,1642,1234,1662,1177,37,0,0
13089,13085,442,257,185,311,130,1,0,0
13089,13097,5925,3250,2675,3236,2543,146,0,0
13089,13113,4370,2463,1907,2521,1798,51,0,0
13089,13117,12529,6594,5935,7303,5111,115,0,0
13089,13121,584571,256444,328127,284320,264060,30088,4226,1877
13089,13135,279976,100686,179290,129483,147275,1956,660,602
13089,13139,3533,1966,1567,2158,1371,4,0,0
13089,13151,40611,15279,25332,19208,21193,164,20,26
13089,13217,13577,6858,6719,7269,6188,120,0,0
13089,13223,3712,2136,1576,2200,1484,28,0,0
13089,13247,43714,13841,29873,18407,25093,140,22,52
13089,13255,1276,769,507,758,511,7,0,0
13089,13297,8420,4312,4108,4751,3644,25,0,0
13097,13013,12,6,6,5,7,0,0,0
13097,13015,726,419,307,453,273,0,0,0
13097,13045,26432,7945,18487,11310,14988,7,83,44
13097,13057,713,425,288,456,257,0,0,0
13097,13063,3245,2137,1108,1924,1232,89,0,0
13097,13067,64369,21758,42611,29153,34714,54,296,152
13097,13077,4122,2290,1832,2477,1645,0,0,0
13097,13085,3,3,0,2,1,0,0,0
13097,13089,6218,3406,2812,3413,2659,146,0,0
13097,13113,2413,1267,1146,1366,1047,0,0,0
13097,13117,206,91,115,95,111,0,0,0
13097,13121,51596,22185,29411,25245,25469,864,3,15
13097,13135,1156,715,441,683,465,8,0,0
13097,13139,9,6,3,5,4,0,0,0
13097,13151,709,357,352,374,335,0,0,0
13097,13217,74,42,32,41,33,0,0,0
13097,13223,33423,10118,23305,13912,19443,20,13,35
13097,13247,205,115,90,119,86,0,0,0
13097,13255,130,57,73,71,59,0,0,0
13097,13297,45,27,18,32,13,0,0,0
13113,13013,3,1,2,2,1,0,0,0
13113,13015,4,2,2,2,2,0,0,0
13113,13045,1186,594,592,789,397,0,0,0
13113,13057,92,39,53,52,40,0,0,0
13113,13063,50114,13850,36264,20330,29508,119,68,89
13113,13067,3196,1994,1202,2007,1178,11,0,0
13113,13077,46504,14261,32243,19794,26646,0,4,60
13113,13085,2,1,1,2,0,0,0,0
13113,13089,4634,2591,2043,2660,1923,51,0,0
13113,13097,2355,1293,1062,1360,995,0,0,0
13113,13117,48,27,21,25,23,0,0,0
13113,13121,42720,15043,27677,18884,23399,357,33,47
13113,13135,686,352,334,360,326,0,0,0
13113,13139,7,4,3,3,4,0,0,0
13113,13151,9619,4377,5242,4933,4686,0,0,0
13113,13217,285,182,103,179,106,0,0,0
13113,13223,535,288,247,283,252,0,0,0
13113,13247,348,233,115,238,110,0,0,0
13113,13255,7314,3231,4083,3885,3429,0,0,0
13113,13297,47,18,29,14,33,0,0,0
13117,13013,1685,910,775,936,749,0,0,0
13117,13015,896,433,463,495,401,0,0,0
13117,13045,18,4,14,5,13,0,0,0
13117,13057,30995,10491,20504,14607,16353,0,10,25
13117,13063,466,230,236,202,253,11,0,0
13117,13067,12787,7315,5472,7923,4841,23,0,0
13117,13077,40,5,35,5,35,0,0,0
13117,13085,24777,5898,18879,10542,14192,0,9,34
