"ORIG_FIPS","DEST_FIPS","ALLALL","WRKALL","NWKALL","ALLSOV","ALLHOV","ALLTRN","ALLWALK","ALLBIKE"
13089,13015,1354,743,611,770,581,3,0,0
13089,13045,927,444,483,517,408,2,0,0
13089,13057,7820,4462,3358,4732,3049,39,0,0
13089,13063,55432,27665,27767,26974,25198,3133,74,53
13089,13067,62485,34257,28228,35680,25815,986,0,4
13089,13077,3112,1592,1520,1699,1387,26,0,0
13089,13085,544,255,289,330,214,0,0,0
13089,13097,5597,3161,2436,3233,2248,116,0,0
13089,13113,4607,2500,2107,2605,1960,42,0,0
13089,13117,12530,6642,5888,7248,5198,84,0,0
13089,13121,596636,262282,334354,294429,265035,30816,4365,1991
13089,13135,294017,105183,188834,134329,156709,1785,591,603
13089,13139,3697,2053,1644,2205,1482,10,0,0
13089,13151,42983,15424,27559,19903,22869,163,20,28
13089,13217,13355,6943,6412,7471,5776,108,0,0
13089,13223,3816,2248,1568,2354,1442,20,0,0
13089,13247,44148,14088,30060,19134,24797,135,23,59
13089,13255,1181,775,406,769,396,16,0,0
13089,13297,8792,4613,4179,4977,3803,12,0,0
13097,13013,13,5,8,5,8,0,0,0
13097,13015,787,468,319,495,292,0,0,0
13097,13045,28474,8457,20017,12320,16005,3,105,41
13097,13057,827,474,353,508,319,0,0,0
13097,13063,3316,2151,1165,2039,1214,63,0,0
13097,13067,68080,22639,45441,30578,36973,55,321,153
13097,13077,4471,2412,2059,2648,1821,2,0,0
13097,13085,5,4,1,4,1,0,0,0
13097,13089,5858,3297,2561,3345,2395,118,0,0
13097,13113,2429,1368,1061,1440,989,0,0,0
13097,13117,169,90,79,106,62,1,0,0
13097,13121,53075,22251,30824,25903,26470,677,1,24
13097,13135,1227,689,538,665,552,10,0,0
13097,13139,15,9,6,5,10,0,0,0
13097,13151,836,465,371,493,343,0,0,0
13097,13217,68,38,30,37,31,0,0,0
13097,13223,37823,10576,27247,15274,22485,11,14,39
13097,13247,274,139,135,140,134,0,0,0
13097,13255,109,53,56,63,46,0,0,0
13097,13297,31,12,19,19,12,0,0,0
13113,13013,3,1,2,1,2,0,0,0
13113,13015,23,6,17,6,17,0,0,0
13113,13045,1185,669,516,833,352,0,0,0
13113,13057,78,46,32,55,23,0,0,0
13113,13063,52436,14157,38279,20788,31366,111,64,107
13113,13067,3390,2133,1257,2173,1209,8,0,0
13113,13077,48765,14851,33914,20885,27810,0,7,63
13113,13085,1,1,0,1,0,0,0,0
13113,13089,4819,2616,2203,2718,2059,42,0,0
13113,13097,2382,1390,992,1465,917,0,0,0
13113,13117,29,20,9,20,9,0,0,0
13113,13121,44538,15502,29036,19544,24597,342,28,27
13113,13135,779,435,344,425,352,2,0,0
13113,13139,10,1,9,3,7,0,0,0
13113,13151,10390,4585,5805,5231,5159,0,0,0
13113,13217,332,189,143,213,119,0,0,0
13113,13223,539,287,252,299,240,0,0,0
13113,13247,465,251,214,252,213,0,0,0
13113,13255,7416,3267,4149,3943,3472,0,1,0
13113,13297,43,25,18,25,18,0,0,0
13117,13013,1689,922,767,933,756,0,0,0
13117,13015,963,517,446,604,359,0,0,0
13117,13045,9,5,4,4,5,0,0,0
13117,13057,34629,10830,23799,15666,18937,0,9,17
13117,13063,459,265,194,228,215,16,0,0
13117,13067,13738,7630,6108,8223,5502,13,0,0
13117,13077,6,3,3,6,0,0,0,0
13117,13085,28826,5837,22989,11275,17494,0,16,41
13117,13089,12940,6839,6101,7563,5295,82,0,0
13117,13097,156,89,67,93,62,1,0,0
13117,13113,45,18,27,22,23,0,0,0
13117,13121,173754,58968,114786,75491,97411,351,318,183
13117,13135,90452,30961,59491,39139,51260,14,0,39
13117,13139,30084,11704,18380,15114,14968,0,0,2
13117,13151,144,50,94,48,96,0,0,0
13117,13217,103,36,67,41,62,0,0,0
13117,13223,271,156,115,160,111,0,0,0
13117,13247,156,83,73,87,69,0,0,0
13117,13255,6,0,6,2,4,0,0,0
13117,13297,534,332,202,322,212,0,0,0
13121,13013,4325,2478,1847,2503,1772,50,0,0
13121,13015,5906,3138,2768,3349,2523,34,0,0
13121,13045,7213,4010,3203,4346,2863,4,0,0
13121,13057,78771,32677,46094,38962,39506,263,14,26
13121,13063,180651,92880,87771,85057,79160,15555,580,299
13121,13067,371811,161756,210055,188178,177672,5192,368,401
13121,13077,29458,13785,15673,15454,13713,283,1,7
13121,13085,3390,1896,1494,2093,1295,2,0,0
13121,13089,598395,263215,335180,295294,265801,30831,4464,2005
13121,13097,53656,22606,31050,26254,26693,683,0,26
13121,13113,44610,15781,28829,19824,24379,345,35,27
13121,13117,175848,60473,115375,76983,97979,365,326,195
13121,13135,227796,97181,130615,108954,113124,5416,111,191
13121,13139,7570,4318,3252,4484,3037,49,0,0
13121,13151,33578,18529,15049,18572,14099,907,0,0
13121,13217,6479,3787,2692,3726,2546,207,0,0
13121,13223,18329,10966,7363,11103,7110,116,0,0
13121,13247,9070,5441,3629,5242,3372,456,0,0
13121,13255,3331,2071,1260,1975,1262,94,0,0
13121,13297,4352,2283,2069,2381,1933,38,0,0
13135,13013,60939,20139,40800,26289,34559,6,27,58
13135,13015,456,238,218,265,191,0,0,0
13135,13045,125,56,69,64,61,0,0,0
13135,13057,9140,4971,4169,5367,3772,1,0,0
13135,13063,5475,3798,1677,3219,1919,337,0,0
13135,13067,25278,15391,9887,15915,9211,152,0,0
13135,13077,330,150,180,161,168,1,0,0
13135,13085,2091,999,1092,1164,927,0,0,0
13135,13089,290125,103417,186708,132633,154584,1751,547,610
13135,13097,1138,630,508,627,500,11,0,0
13135,13113,702,400,302,390,310,2,0,0
13135,13117,89798,30318,59480,38589,51152,19,0,38
13135,13121,230838,98849,131989,110554,114529,5452,111,192
13135,13139,74590,24562,50028,33369,41061,5,71,84
13135,13151,5158,2716,2442,2892,2259,7,0,0
13135,13217,8258,4077,4181,4539,3718,1,0,0
13135,13223,1041,694,347,699,341,1,0,0
13135,13247,18403,7031,11372,8570,9820,6,3,4
13135,13255,226,87,139,114,112,0,0,0
13135,13297,60442,15837,44605,23269,37011,18,67,77
13139,13013,10666,3940,6726,5017,5645,0,1,3
13139,13015,24,14,10,18,6,0,0,0
13139,13057,1344,702,642,763,581,0,0,0
13139,13063,81,39,42,43,35,3,0,0
13139,13067,1023,560,463,618,405,0,0,0
13139,13077,2,0,2,2,0,0,0,0
13139,13085,7314,2662,4652,3594,3719,0,0,1
13139,13089,3808,2110,1698,2265,1533,10,0,0
13139,13097,17,8,9,4,13,0,0,0
13139,13113,2,1,1,1,1,0,0,0
13139,13117,29998,11612,18386,14964,15032,0,0,2
13139,13121,7979,4601,3378,4718,3212,49,0,0
13139,13135,74181,24430,49751,33264,40744,5,80,88
13139,13151,33,13,20,16,17,0,0,0
13139,13217,105,49,56,65,40,0,0,0
13139,13223,13,7,6,7,6,0,0,0
13139,13247,171,101,70,113,58,0,0,0
13139,13297,825,432,393,528,297,0,0,0
13151,13013,180,72,108,87,93,0,0,0
13151,13015,16,9,7,7,9,0,0,0
13151,13045,84,43,41,53,31,0,0,0
13151,13057,117,54,63,56,61,0,0,0
13151,13063,98484,27669,70815,40472,57208,384,226,194
13151,13067,4196,2504,1692,2328,1853,15,0,0
13151,13077,1879,1014,865,1097,782,0,0,0
13151,13085,2,2,0,2,0,0,0,0
13151,13089,42918,15275,27643,19816,22892,156,25,29
13151,13097,930,481,449,491,439,0,0,0
13151,13113,10510,4648,5862,5268,5242,0,0,0
13151,13117,113,52,61,51,62,0,0,0
13151,13121,34366,18946,15420,18901,14553,912,0,0
13151,13135,5583,2973,2610,3095,2482,6,0,0
13151,13139,22,14,8,13,9,0,0,0
13151,13217,17005,5627,11378,7483,9516,1,0,5
13151,13223,127,63,64,71,56,0,0,0
13151,13247,18232,5507,12725,7601,10614,0,3,14
13151,13255,23797,8204,15593,11115,12657,0,12,13
13151,13297,1311,736,575,783,528,0,0,0
13217,13013,847,476,371,492,355,0,0,0
13217,13015,3,1,2,3,0,0,0,0
13217,13045,5,5,0,4,1,0,0,0
13217,13057,13,4,9,7,6,0,0,0
13217,13063,2494,1640,854,1595,884,15,0,0
13217,13067,991,555,436,541,445,5,0,0
13217,13077,75,29,46,29,46,0,0,0
13217,13089,13410,6925,6485,7442,5867,101,0,0
13217,13097,107,50,57,49,58,0,0,0
13217,13113,362,214,148,219,143,0,0,0
13217,13117,82,37,45,39,43,0,0,0
13217,13121,6945,4027,2918,4032,2705,208,0,0
13217,13135,8277,4181,4096,4619,3657,1,0,0
13217,13139,114,52,62,66,48,0,0,0
13217,13151,17122,5532,11590,7420,9697,0,0,5
13217,13223,17,7,10,6,11,0,0,0
13217,13247,53169,12126,41043,20148,32741,1,160,119
13217,13255,752,397,355,468,284,0,0,0
13217,13297,16694,5827,10867,7770,8902,0,3,19
13223,13013,7,2,5,3,4,0,0,0
13223,13015,11938,4219,7719,5373,6560,0,2,3
13223,13045,15230,5088,10142,7088,8134,0,0,8
13223,13057,5326,2012,3314,2487,2839,0,0,0
13223,13063,1084,755,329,709,365,10,0,0
13223,13067,127297,36388,90909,52126,74853,23,117,178
13223,13077,794,447,347,465,329,0,0,0
13223,13085,15,4,11,5,10,0,0,0
13223,13089,4253,2498,1755,2591,1643,19,0,0
13223,13097,37257,10279,26978,14972,22215,13,15,42
13223,13113,588,341,247,355,233,0,0,0
13223,13117,287,180,107,181,106,0,0,0
13223,13121,19697,11769,7928,11828,7758,111,0,0
13223,13135,1168,778,390,772,395,1,0,0
13223,13139,13,8,5,8,5,0,0,0
13223,13151,143,63,80,75,68,0,0,0
13223,13217,23,8,15,8,15,0,0,0
13223,13247,53,34,19,39,14,0,0,0
13223,13255,12,10,2,10,2,0,0,0
13223,13297,3,1,2,2,1,0,0,0
13247,13013,719,425,294,450,269,0,0,0
13247,13015,4,2,2,2,2,0,0,0
13247,13045,38,11,27,16,22,0,0,0
13247,13057,40,31,9,30,10,0,0,0
13247,13063,4191,2174,2017,2234,1911,46,0,0
13247,13067,1491,928,563,894,587,10,0,0
13247,13077,138,54,84,66,72,0,0,0
13247,13085,2,2,0,2,0,0,0,0
13247,13089,43259,13369,29890,18420,24632,130,19,58
13247,13097,244,143,101,138,106,0,0,0
13247,13113,470,260,210,259,211,0,0,0
13247,13117,132,79,53,83,49,0,0,0
13247,13121,9431,5729,3702,5486,3491,454,0,0
13247,13135,18106,6916,11190,8575,9518,6,3,4
13247,13139,188,112,76,124,64,0,0,0
13247,13151,17821,5337,12484,7338,10467,0,3,13
13247,13217,54424,12727,41697,20681,33468,1,160,114
13247,13223,54,28,26,34,20,0,0,0
13247,13255,534,289,245,297,237,0,0,0
13247,13297,9411,3670,5741,4458,4952,1,0,0
13255,13013,6,5,1,5,1,0,0,0
13255,13045,51,25,26,30,21,0,0,0
13255,13057,6,3,3,1,5,0,0,0
13255,13063,6661,3505,3156,3759,2827,75,0,0
13255,13067,391,256,135,216,174,1,0,0
13255,13077,3415,1759,1656,2017,1398,0,0,0
13255,13089,1279,798,481,777,486,16,0,0
13255,13097,128,74,54,90,38,0,0,0
13255,13113,7393,3274,4119,3943,3449,0,1,0
13255,13117,6,1,5,2,4,0,0,0
13255,13121,3446,2171,1275,2040,1313,93,0,0
13255,13135,211,96,115,116,95,0,0,0
13255,13151,23599,8074,15525,11021,12554,0,12,12
13255,13217,723,365,358,435,288,0,0,0
13255,13223,23,12,11,11,12,0,0,0
13255,13247,499,303,196,315,184,0,0,0
13255,13297,75,33,42,47,28,0,0,0
13297,13013,13420,3864,9556,5395,8012,0,0,13
13297,13045,2,1,1,1,1,0,0,0
13297,13057,44,23,21,30,14,0,0,0
13297,13063,683,453,230,449,233,1,0,0
13297,13067,637,361,276,385,252,0,0,0
13297,13077,5,2,3,4,1,0,0,0
13297,13085,22,10,12,11,11,0,0,0
13297,13089,9126,4663,4463,5148,3967,11,0,0
13297,13097,51,19,32,27,24,0,0,0
13297,13113,47,28,19,26,21,0,0,0
13297,13117,601,389,212,369,232,0,0,0
13297,13121,4819,2633,2186,2738,2041,40,0,0
13297,13135,59669,15418,44251,22880,36620,15,68,86
13297,13139,961,509,452,563,398,0,0,0
13297,13151,1395,716,679,791,604,0,0,0
13297,13217,16510,5736,10774,7685,8802,0,4,19
13297,13223,9,3,6,3,6,0,0,0
13297,13247,9147,3580,5567,4344,4802,1,0,0
13297,13255,85,41,44,47,38,0,0,0
