"ORIG_FIPS","DEST_FIPS","ALLALL","WRKALL","NWKALL","ALLSOV","ALLHOV","ALLTRN","ALLWALK","ALLBIKE"
13013,13015,10,1,9,1,9,0,0,0
13013,13057,126,68,58,81,45,0,0,0
13013,13063,121,60,61,58,62,1,0,0
13013,13067,799,482,317,508,289,2,0,0
13013,13077,1,1,0,0,1,0,0,0
13013,13085,85,43,42,52,33,0,0,0
13013,13089,4588,2599,1989,2812,1738,38,0,0
13013,13097,9,8,1,6,3,0,0,0
13013,13113,9,5,4,5,4,0,0,0
13013,13117,1983,1065,918,1158,825,0,0,0
13013,13121,4957,2876,2081,2926,1960,71,0,0
13013,13135,67126,20519,46607,28239,38608,167,34,78
13013,13139,11410,4232,7178,5485,5917,0,0,8
13013,13151,180,102,78,120,60,0,0,0
13013,13217,954,540,414,586,368,0,0,0
13013,13223,13,2,11,3,10,0,0,0
13013,13247,847,566,281,527,320,0,0,0
13013,13255,3,0,3,1,2,0,0,0
13013,13297,14824,4265,10559,6026,8785,0,0,13
13015,13013,2,2,0,2,0,0,0,0
13015,13045,427,230,197,273,154,0,0,0
13015,13057,19942,7626,12316,9961,9961,0,8,12
13015,13063,101,58,43,54,45,2,0,0
13015,13067,37267,15236,22031,19185,17921,50,33,78
13015,13077,12,5,7,12,0,0,0,0
13015,13085,86,37,49,45,41,0,0,0
13015,13089,1469,692,777,747,719,3,0,0
13015,13097,896,520,376,537,359,0,0,0
13015,13113,24,9,15,13,11,0,0,0
13015,13117,1010,505,505,587,423,0,0,0
13015,13121,6460,3441,3019,3675,2748,37,0,0
13015,13135,549,298,251,326,223,0,0,0
13015,13139,30,15,15,18,12,0,0,0
13015,13151,11,6,5,7,4,0,0,0
13015,13217,1,0,1,0,1,0,0,0
13015,13223,13148,4778,8370,6065,7076,0,2,5
13015,13247,6,2,4,3,3,0,0,0
13015,13255,3,2,1,3,0,0,0,0
13045,13015,449,235,214,285,164,0,0,0
13045,13057,226,86,140,85,141,0,0,0
13045,13063,818,498,320,511,306,1,0,0
13045,13067,5666,3085,2581,3364,2300,2,0,0
13045,13077,8869,4019,4850,5082,3755,32,0,0
13045,13089,1070,531,539,586,480,4,0,0
13045,13097,28245,8438,19807,12367,15741,5,86,46
13045,13113,1354,704,650,894,460,0,0,0
13045,13117,17,7,10,9,8,0,0,0
13045,13121,8020,4361,3659,4678,3303,39,0,0
13045,13135,110,62,48,63,46,1,0,0
13045,13151,101,38,63,56,45,0,0,0
13045,13217,1,1,0,1,0,0,0,0
13045,13223,16835,5376,11459,7879,8949,0,0,7
13045,13247,14,11,3,12,2,0,0,0
13045,13255,58,31,27,38,20,0,0,0
13045,13297,2,1,1,1,1,0,0,0
13057,13013,131,57,74,78,53,0,0,0
13057,13015,20224,7725,12499,10008,10188,0,14,14
13057,13045,234,77,157,81,153,0,0,0
13057,13063,738,418,320,383,343,12,0,0
13057,13067,176966,51753,125213,75807,100158,485,256,260
13057,13077,46,21,25,21,25,0,0,0
13057,13085,2307,839,1468,1204,1102,0,0,1
13057,13089,8664,4766,3898,5107,3503,54,0,0
13057,13097,926,518,408,543,383,0,0,0
