"ORIG_FIPS","DEST_FIPS","ALLALL","WRKALL","NWKALL","ALLSOV","ALLHOV","ALLTRN","ALLWALK","ALLBIKE"
13057,13113,94,50,44,56,38,0,0,0
13057,13117,40444,11851,28593,17864,22547,0,8,25
13057,13121,85480,32853,52627,40557,44466,404,18,35
13057,13135,9885,5523,4362,5958,3922,5,0,0
13057,13139,1521,825,696,924,597,0,0,0
13057,13151,123,45,78,49,74,0,0,0
13057,13217,10,8,2,8,2,0,0,0
13057,13223,5977,2086,3891,2743,3234,0,0,0
13057,13247,43,27,16,21,22,0,0,0
13057,13255,34,5,29,8,26,0,0,0
13057,13297,49,17,32,30,19,0,0,0
13063,13013,87,46,41,46,40,1,0,0
13063,13015,103,55,48,46,55,2,0,0
13063,13045,814,485,329,504,309,1,0,0
13063,13057,646,383,263,353,281,12,0,0
13063,13067,10880,7573,3307,6179,3878,823,0,0
13063,13077,7327,4296,3031,4486,2779,62,0,0
13063,13085,8,3,5,5,3,0,0,0
13063,13089,55601,27838,27763,26669,25413,3397,76,46
13063,13097,3401,2162,1239,2078,1238,85,0,0
13063,13113,55644,14834,40810,22476,32884,102,75,107
13063,13117,446,246,200,239,185,22,0,0
13063,13121,186521,95076,91445,86668,81937,16978,605,333
13063,13135,5791,3870,1921,3211,2124,456,0,0
13063,13139,48,30,18,30,17,1,0,0
13063,13151,105718,29985,75733,44926,59942,405,249,196
13063,13217,2609,1565,1044,1569,1025,15,0,0
13063,13223,1181,707,474,699,471,11,0,0
13063,13247,3737,2131,1606,2146,1524,67,0,0
13063,13255,6719,3554,3165,3800,2853,65,0,1
13063,13297,687,398,289,409,274,4,0,0
13067,13013,724,430,294,433,289,2,0,0
13067,13015,37859,15475,22384,19463,18238,48,35,75
13067,13045,5384,2907,2477,3190,2191,3,0,0
13067,13057,178307,52789,125518,77042,100266,504,235,260
13067,13063,10918,7506,3412,6147,3970,801,0,0
13067,13077,3380,2003,1377,2114,1261,5,0,0
13067,13085,871,398,473,507,362,2,0,0
13067,13089,67823,37766,30057,37650,27513,2657,0,3
13067,13097,71142,23534,47608,32252,38348,96,315,131
13067,13113,3334,1933,1401,1991,1332,11,0,0
13067,13117,13525,7188,6337,8023,5450,52,0,0
13067,13121,388409,171302,217107,193922,182945,10623,468,451
13067,13135,26903,16639,10264,16548,9705,650,0,0
13067,13139,990,528,462,601,386,3,0,0
13067,13151,3817,2232,1585,2187,1602,28,0,0
13067,13217,830,470,360,480,343,7,0,0
13067,13223,137073,37961,99112,55891,80833,60,112,177
13067,13247,1315,844,471,788,502,25,0,0
13067,13255,337,195,142,194,143,0,0,0
13067,13297,469,288,181,306,162,1,0,0
13077,13013,2,2,0,2,0,0,0,0
13077,13015,13,5,8,12,1,0,0,0
13077,13045,8926,4063,4863,5185,3705,36,0,0
13077,13057,35,21,14,23,12,0,0,0
13077,13063,7443,4462,2981,4621,2762,60,0,0
13077,13067,3490,2106,1384,2231,1254,5,0,0
13077,13089,3334,1776,1558,1938,1350,46,0,0
13077,13097,5227,2627,2600,2877,2350,0,0,0
13077,13113,50780,14853,35927,21573,29157,0,0,50
13077,13117,9,3,6,6,3,0,0,0
13077,13121,32505,14124,18381,16592,15588,320,2,3
13077,13135,367,166,201,171,196,0,0,0
13077,13151,2145,1135,1010,1200,945,0,0,0
13077,13217,53,22,31,27,26,0,0,0
13077,13223,979,512,467,551,428,0,0,0
13077,13247,152,58,94,68,84,0,0,0
13077,13255,3802,1960,1842,2307,1494,0,0,1
13077,13297,27,1,26,5,22,0,0,0
13085,13013,81,36,45,47,34,0,0,0
13085,13015,85,42,43,45,40,0,0,0
13085,13045,1,0,1,0,1,0,0,0
13085,13057,2307,838,1469,1227,1079,0,0,1
13085,13063,11,5,6,7,4,0,0,0
13085,13067,961,440,521,577,382,2,0,0
13085,13089,659,281,378,343,313,3,0,0
13085,13097,6,1,5,2,4,0,0,0
13085,13113,3,2,1,2,1,0,0,0
13085,13117,33688,6238,27450,12658,20968,0,18,44
13085,13121,3766,1900,1866,2139,1623,4,0,0
13085,13135,2264,1073,1191,1248,1016,0,0,0
13085,13139,7686,2709,4977,3781,3904,0,0,1
13085,13151,1,0,1,0,1,0,0,0
13085,13223,16,3,13,6,10,0,0,0
13085,13247,3,3,0,3,0,0,0,0
13085,13297,24,6,18,8,16,0,0,0
13089,13013,4196,2388,1808,2558,1600,38,0,0
13089,13015,1306,617,689,665,638,3,0,0
13089,13045,1024,501,523,547,472,5,0,0
13089,13057,7962,4368,3594,4691,3218,53,0,0
13089,13063,55564,28162,27402,26897,25165,3381,81,40
13089,13067,67946,38085,29861,37808,27432,2701,0,5
13089,13077,2990,1607,1383,1781,1162,47,0,0
13089,13085,622,260,362,341,278,3,0,0
13089,13097,5905,3353,2552,3423,2336,146,0,0
13089,13113,5012,2527,2485,2711,2254,47,0,0
13089,13117,13377,6472,6905,7572,5619,186,0,0
13089,13121,617834,270032,347802,297917,276359,36866,4649,2043
13089,13135,300806,110510,190296,137802,157932,3661,782,629
13089,13139,3818,2054,1764,2164,1641,13,0,0
13089,13151,46770,15932,30838,21207,25325,181,23,34
13089,13217,15077,7512,7565,8350,6586,141,0,0
13089,13223,3830,2123,1707,2347,1455,28,0,0
13089,13247,46681,14924,31757,20040,26362,179,28,72
13089,13255,1183,711,472,723,451,9,0,0
13089,13297,9175,4433,4742,5066,4080,29,0,0
13097,13013,7,5,2,2,5,0,0,0
13097,13015,782,458,324,484,298,0,0,0
13097,13045,28760,8772,19988,12701,15914,3,96,46
13097,13057,819,494,325,525,294,0,0,0
13097,13063,3519,2205,1314,2112,1326,81,0,0
13097,13067,70540,23138,47402,31776,38232,87,307,138
13097,13077,5085,2558,2527,2820,2265,0,0,0
13097,13085,3,1,2,2,1,0,0,0
13097,13089,6190,3594,2596,3671,2368,151,0,0
13097,13113,2300,1313,987,1406,894,0,0,0
13097,13117,228,106,122,126,102,0,0,0
13097,13121,57351,24110,33241,28418,27998,898,2,35
13097,13135,1230,714,516,650,562,18,0,0
13097,13139,6,4,2,4,2,0,0,0
13097,13151,744,428,316,463,281,0,0,0
13097,13217,138,55,83,58,80,0,0,0
13097,13223,42244,11338,30906,16831,25344,13,11,45
13097,13247,203,131,72,131,72,0,0,0
13097,13255,147,75,72,82,65,0,0,0
13097,13297,51,20,31,23,28,0,0,0
13113,13013,5,3,2,3,2,0,0,0
13113,13015,15,7,8,10,5,0,0,0
13113,13045,1261,653,608,858,403,0,0,0
13113,13057,87,41,46,50,37,0,0,0
13113,13063,55424,14710,40714,22330,32805,104,73,112
13113,13067,3466,2053,1413,2119,1335,12,0,0
13113,13077,51487,15274,36213,21996,29432,0,5,54
13113,13085,3,1,2,2,1,0,0,0
13113,13089,5108,2601,2507,2787,2273,48,0,0
13113,13097,2307,1314,993,1384,923,0,0,0
13113,13117,36,25,11,27,9,0,0,0
13113,13121,46515,16170,30345,20776,25252,406,50,31
13113,13135,813,424,389,401,407,5,0,0
13113,13139,2,2,0,2,0,0,0,0
13113,13151,11698,4965,6733,5830,5868,0,0,0
13113,13217,435,261,174,256,179,0,0,0
13113,13223,548,315,233,313,235,0,0,0
13113,13247,411,266,145,266,145,0,0,0
13113,13255,8187,3427,4760,4273,3911,0,1,2
13113,13297,59,27,32,30,29,0,0,0
13117,13013,1908,1033,875,1120,788,0,0,0
13117,13015,1030,537,493,614,416,0,0,0
13117,13045,9,5,4,5,4,0,0,0
13117,13057,40833,11929,28904,17968,22831,1,8,25
13117,13063,528,274,254,271,235,22,0,0
13117,13067,14018,7740,6278,8543,5431,44,0,0
13117,13077,9,4,5,8,1,0,0,0
13117,13085,34011,6472,27539,12846,21098,0,18,49
13117,13089,13475,6785,6690,7915,5380,180,0,0
13117,13097,287,109,178,130,157,0,0,0
13117,13113,29,18,11,20,9,0,0,0
13117,13121,183108,58191,124917,77761,103961,833,340,213
13117,13135,95213,30957,64256,40796,54341,41,0,35
13117,13139,35276,12780,22496,16966,18309,0,0,1
13117,13151,135,48,87,61,74,0,0,0
13117,13217,86,36,50,44,42,0,0,0
13117,13223,329,155,174,167,162,0,0,0
13117,13247,145,80,65,83,62,0,0,0
13117,13255,14,4,10,1,13,0,0,0
13117,13297,653,352,301,384,269,0,0,0
13121,13013,4272,2587,1685,2650,1551,71,0,0
13121,13015,5983,3222,2761,3426,2519,38,0,0
13121,13045,7718,4242,3476,4485,3194,39,0,0
13121,13057,85228,32803,52425,40387,44364,432,10,35
13121,13063,187861,95566,92295,87411,82547,17032,543,328
13121,13067,390281,171742,218539,194681,184134,10554,456,456
13121,13077,32597,14391,18206,16770,15500,319,2,6
13121,13085,3759,1836,1923,2068,1686,5,0,0
13121,13089,620543,271384,349159,299100,277561,37110,4741,2031
13121,13097,57894,24529,33365,28623,28327,907,2,35
13121,13113,46700,16387,30313,20929,25278,411,49,33
13121,13117,184633,59978,124655,79685,103550,843,347,208
13121,13135,235094,100846,134248,111801,115173,7807,117,196
13121,13139,7478,4329,3149,4537,2887,54,0,0
13121,13151,35331,18786,16545,19654,14651,1026,0,0
13121,13217,7173,3934,3239,4037,2889,247,0,0
13121,13223,20204,11374,8830,11996,7979,229,0,0
13121,13247,10078,5903,4175,5630,3894,554,0,0
13121,13255,3322,2130,1192,2002,1224,96,0,0
13121,13297,4635,2442,2193,2650,1930,55,0,0
13135,13013,68740,21431,47309,29041,39416,170,37,76
13135,13015,473,264,209,283,190,0,0,0
13135,13045,115,59,56,62,52,1,0,0
13135,13057,9293,5075,4218,5533,3754,6,0,0
13135,13063,5866,3963,1903,3384,2041,441,0,0
13135,13067,27322,16972,10350,16897,9783,642,0,0
13135,13077,349,149,200,152,197,0,0,0
13135,13085,2070,981,1089,1120,950,0,0,0
13135,13089,297218,108452,188766,135637,156568,3581,784,648
13135,13097,1175,674,501,648,510,17,0,0
13135,13113,782,417,365,412,365,5,0,0
13135,13117,94548,30487,64061,40446,54030,39,0,33
13135,13121,237769,102380,135389,113104,116434,7913,123,195
13135,13139,77564,25343,52221,34879,42461,44,82,98
13135,13151,5166,2829,2337,3005,2148,13,0,0
13135,13217,8626,4255,4371,4779,3840,7,0,0
13135,13223,1043,690,353,714,326,3,0,0
13135,13247,19370,7258,12112,8906,10444,11,2,7
13135,13255,163,96,67,103,59,1,0,0
13135,13297,62281,16195,46086,24443,37668,49,45,76
13139,13013,11306,4188,7118,5463,5834,0,0,9
13139,13015,45,12,33,17,28,0,0,0
13139,13057,1407,776,631,873,534,0,0,0
13139,13063,64,36,28,36,27,1,0,0
13139,13067,1099,607,492,634,462,3,0,0
13139,13077,1,0,1,0,1,0,0,0
13139,13085,7702,2712,4990,3729,3972,0,0,1
13139,13089,3859,2204,1655,2308,1538,13,0,0
13139,13097,5,2,3,2,3,0,0,0
13139,13113,2,1,1,2,0,0,0,0
13139,13117,35534,12794,22740,17021,18512,0,0,1
13139,13121,7790,4479,3311,4688,3049,53,0,0
13139,13135,77040,25120,51920,34615,42204,42,81,98
13139,13151,33,9,24,13,20,0,0,0
13139,13217,107,54,53,58,49,0,0,0
13139,13223,24,6,18,7,17,0,0,0
13139,13247,194,107,87,117,77,0,0,0
13139,13255,1,0,1,0,1,0,0,0
13139,13297,983,489,494,585,398,0,0,0
13151,13013,153,85,68,100,53,0,0,0
13151,13015,15,7,8,13,2,0,0,0
13151,13045,101,38,63,58,43,0,0,0
13151,13057,119,38,81,48,71,0,0,0
13151,13063,103709,28654,75055,43447,59429,394,241,198
13151,13067,4135,2466,1669,2370,1737,28,0,0
13151,13077,2118,1112,1006,1211,907,0,0,0
13151,13085,2,0,2,0,2,0,0,0
13151,13089,46375,15885,30490,21185,24959,175,20,36
13151,13097,774,457,317,479,295,0,0,0
13151,13113,11971,5093,6878,5967,6004,0,0,0
13151,13117,177,58,119,65,112,0,0,0
13151,13121,36387,19347,17040,20287,15077,1023,0,0
13151,13135,5390,2945,2445,3175,2202,13,0,0
13151,13139,31,11,20,13,18,0,0,0
13151,13217,17774,5774,12000,7999,9767,0,0,8
13151,13223,209,83,126,90,119,0,0,0
13151,13247,19520,5922,13598,8192,11307,2,6,13
13151,13255,25346,8647,16699,12078,13231,0,13,24
13151,13297,1547,763,784,823,724,0,0,0
13217,13013,916,506,410,550,366,0,0,0
13217,13015,1,0,1,0,1,0,0,0
13217,13045,1,1,0,1,0,0,0,0
13217,13057,14,9,5,12,2,0,0,0
13217,13063,2703,1647,1056,1653,1037,13,0,0
13217,13067,973,546,427,554,412,7,0,0
13217,13077,39,18,21,20,19,0,0,0
13217,13089,15188,7472,7716,8390,6656,142,0,0
13217,13097,109,58,51,68,41,0,0,0
13217,13113,476,301,175,308,168,0,0,0
13217,13117,90,50,40,60,30,0,0,0
13217,13121,7424,4159,3265,4272,2909,243,0,0
13217,13135,8889,4467,4422,4924,3957,8,0,0
13217,13139,141,65,76,69,72,0,0,0
13217,13151,17941,5659,12282,7961,9970,0,0,10
13217,13223,28,9,19,10,18,0,0,0
13217,13247,57579,12336,45243,21488,35778,1,182,130
13217,13255,830,423,407,497,333,0,0,0
13217,13297,19430,6398,13032,8618,10790,0,6,16
13223,13013,6,0,6,1,5,0,0,0
13223,13015,13105,4796,8309,6076,7023,0,1,5
13223,13045,16943,5373,11570,7906,9030,0,0,7
13223,13057,6150,2111,4039,2761,3389,0,0,0
13223,13063,1294,798,496,791,492,11,0,0
13223,13067,135152,36844,98308,54657,80169,57,106,163
13223,13077,1029,552,477,577,452,0,0,0
13223,13085,22,5,17,9,13,0,0,0
13223,13089,4437,2490,1947,2732,1678,27,0,0
13223,13097,41513,10962,30551,16490,24952,13,11,47
13223,13113,591,340,251,342,249,0,0,0
13223,13117,324,178,146,184,140,0,0,0
13223,13121,21450,12112,9338,12777,8445,228,0,0
13223,13135,1183,799,384,811,369,3,0,0
13223,13139,13,4,9,8,5,0,0,0
13223,13151,214,85,129,107,107,0,0,0
13223,13217,28,5,23,11,17,0,0,0
13223,13247,71,38,33,44,27,0,0,0
13223,13255,21,12,9,18,3,0,0,0
13223,13297,7,2,5,4,3,0,0,0
13247,13013,755,505,250,479,276,0,0,0
13247,13015,4,1,3,4,0,0,0,0
13247,13045,11,7,4,8,3,0,0,0
13247,13057,55,21,34,20,35,0,0,0
13247,13063,3854,2207,1647,2210,1576,68,0,0
13247,13067,1414,919,495,836,550,28,0,0
13247,13077,131,59,72,60,71,0,0,0
13247,13085,4,4,0,3,1,0,0,0
13247,13089,45249,14075,31174,19176,25812,165,27,69
13247,13097,261,153,108,166,95,0,0,0
13247,13113,446,275,171,285,161,0,0,0
13247,13117,161,104,57,111,50,0,0,0
13247,13121,10366,6076,4290,5753,4067,546,0,0
13247,13135,19368,7253,12115,9014,10337,10,0,7
13247,13139,160,107,53,107,53,0,0,0
13247,13151,19109,5825,13284,8054,11035,1,9,10
13247,13217,58790,12863,45927,21951,36538,1,165,135
13247,13223,74,37,37,41,33,0,0,0
13247,13255,439,259,180,277,162,0,0,0
13247,13297,9879,3691,6188,4582,5295,1,0,1
13255,13013,1,0,1,0,1,0,0,0
13255,13015,1,1,0,1,0,0,0,0
13255,13045,61,28,33,36,25,0,0,0
13255,13057,18,4,14,6,12,0,0,0
13255,13063,6631,3533,3098,3828,2737,65,0,1
13255,13067,427,237,190,221,206,0,0,0
13255,13077,3804,1873,1931,2231,1572,0,0,1
13255,13089,1284,777,507,781,494,9,0,0
13255,13097,150,91,59,94,56,0,0,0
13255,13113,8140,3465,4675,4324,3813,0,1,2
13255,13117,12,6,6,3,9,0,0,0
13255,13121,3431,2240,1191,2100,1234,97,0,0
13255,13135,180,99,81,119,60,1,0,0
13255,13151,25213,8509,16704,11915,13259,0,16,23
13255,13217,785,395,390,476,309,0,0,0
13255,13223,18,7,11,14,4,0,0,0
13255,13247,457,275,182,291,166,0,0,0
13255,13297,96,41,55,43,53,0,0,0
13297,13013,14726,4202,10524,5879,8835,0,0,12
13297,13045,3,1,2,2,1,0,0,0
13297,13057,61,21,40,32,29,0,0,0
13297,13063,763,443,320,429,330,4,0,0
13297,13067,565,316,249,350,214,1,0,0
13297,13077,4,3,1,4,0,0,0,0
13297,13085,16,7,9,10,6,0,0,0
13297,13089,9538,4573,4965,5231,4278,29,0,0
13297,13097,58,23,35,24,34,0,0,0
13297,13113,52,35,17,33,19,0,0,0
13297,13117,695,390,305,429,266,0,0,0
13297,13121,5243,2755,2488,2939,2253,51,0,0
13297,13135,61589,15720,45869,23938,37476,47,52,76
13297,13139,1007,509,498,603,404,0,0,0
13297,13151,1536,792,744,859,677,0,0,0
13297,13217,19214,6374,12840,8580,10612,0,6,16
13297,13223,7,3,4,6,1,0,0,0
13297,13247,9795,3593,6202,4549,5245,0,0,1
13297,13255,118,44,74,50,68,0,0,0
