ORIG,DEST,WRKSOV,WRKHOV,WRKTRN,NWKSOV,NWKHOV,NWKTRN,ALLSOV,ALLHOV,ALLTRN,WRKALL,NWKALL,ALLALL
1,1,67915,16875,78,134159,179968,133,202074,196843,211,84868,314260,399128
1,2,10376,2660,21,26349,33215,45,36725,35875,66,13057,59609,72666
1,3,3575,764,57,4919,4250,96,8494,5014,153,4396,9265,13661
1,4,1162,211,49,1415,873,101,2577,1084,150,1422,2389,3811
1,5,198,45,8,324,140,87,522,185,95,251,551,802
1,6,630,160,72,869,457,132,1499,617,204,862,1458,2320
1,7,127,35,7,242,115,84,369,150,91,169,441,610
1,8,468,132,143,328,254,161,796,386,304,743,743,1486
1,9,115,25,7,275,169,134,390,194,141,147,578,725
1,10,32,11,0,89,39,5,121,50,5,43,133,176
1,11,120,26,8,117,76,53,237,102,61,154,246,400
1,12,24,6,2,77,49,4,101,55,6,32,130,162
1,15,26,5,0,617,263,0,643,268,0,31,880,911
1,16,31,3,0,549,279,0,580,282,0,34,828,862
1,17,1299,351,0,8963,6956,2,10262,7307,2,1650,15921,17571
1,18,796,197,0,4734,3631,5,5530,3828,5,993,8370,9363
1,21,52,23,11,18,19,6,70,42,17,86,43,129
1,22,64,16,2,108,51,22,172,67,24,82,181,263
1,23,23,10,0,86,54,18,109,64,18,33,158,191
1,24,19,6,0,62,48,5,81,54,5,25,115,140
1,31,643,135,0,1582,866,1,2225,1001,1,778,2449,3227
1,32,1814,461,0,6763,6506,4,8577,6967,4,2275,13273,15548
1,33,50,18,0,304,103,2,354,121,2,68,409,477
1,34,499,100,0,597,464,5,1096,564,5,599,1066,1665
1,35,1176,210,1,1085,618,6,2261,828,7,1387,1709,3096
1,36,147,35,0,407,188,7,554,223,7,182,602,784
1,41,2338,451,26,3198,2841,51,5536,3292,77,2815,6090,8905
1,43,541,111,5,687,488,13,1228,599,18,657,1188,1845
1,44,677,146,3,1007,785,34,1684,931,37,826,1826,2652
1,45,49,5,1,105,45,16,154,50,17,55,166,221
1,46,61,18,2,92,80,12,153,98,14,81,184,265
1,47,112,17,1,265,153,29,377,170,30,130,447,577
1,48,71,14,0,326,155,10,397,169,10,85,491,576
1,49,73,14,0,234,136,6,307,150,6,87,376,463
1,51,11,4,0,56,30,1,67,34,1,15,87,102
1,52,45,13,0,106,55,5,151,68,5,58,166,224
1,61,12,1,0,13,18,1,25,19,1,13,32,45
1,62,7,5,0,32,22,0,39,27,0,12,54,66
1,71,1673,445,0,6550,5908,0,8223,6353,0,2118,12458,14576
1,72,5269,1292,8,11980,14550,17,17249,15842,25,6569,26547,33116
1,73,99,26,0,901,395,1,1000,421,1,125,1297,1422
1,74,4622,1063,5,6679,8419,12,11301,9482,17,5690,15110,20800
1,75,244,62,0,980,787,1,1224,849,1,306,1768,2074
1,76,177,40,0,846,435,2,1023,475,2,217,1283,1500
1,81,18,3,0,100,31,3,118,34,3,21,134,155
1,82,2,1,0,37,27,1,39,28,1,3,65,68
1,83,14,4,0,49,13,0,63,17,0,18,62,80
1,91,4,3,0,55,14,2,59,17,2,7,71,78
1,92,35,8,0,101,32,1,136,40,1,43,134,177
1,101,47,16,0,437,151,0,484,167,0,63,588,651
1,102,20,8,0,310,96,0,330,104,0,28,406,434
1,111,4,3,0,47,29,0,51,32,0,7,76,83
1,112,23,5,0,67,31,0,90,36,0,28,98,126
1,113,12,4,0,87,44,0,99,48,0,16,131,147
1,114,93,20,0,245,141,0,338,161,0,113,386,499
1,121,6,1,0,18,13,1,24,14,1,7,32,39
1,122,0,0,0,2,0,0,2,0,0,0,2,2
1,123,0,1,0,6,3,0,6,4,0,1,9,10
1,124,0,0,0,1,1,0,1,1,0,0,2,2
1,131,1,1,0,2,0,0,3,1,0,2,2,4
1,132,6,2,0,16,4,0,22,6,0,8,20,28
1,134,0,0,0,3,1,0,3,1,0,0,4,4
1,141,167,38,0,3954,1424,0,4121,1462,0,205,5378,5583
1,142,1850,487,0,14600,10288,6,16450,10775,6,2337,24894,27231
1,143,8156,2251,0,23110,28355,12,31266,30606,12,10407,51477,61884
1,151,28,6,0,333,126,0,361,132,0,34,459,493
1,152,237,51,0,637,279,0,874,330,0,288,916,1204
1,153,167,48,0,866,421,0,1033,469,0,215,1287,1502
1,163,9,2,0,66,25,0,75,27,0,11,91,102
1,164,1,0,0,4,5,0,5,5,0,1,9,10
1,171,17,11,0,210,81,0,227,92,0,28,291,319
1,172,1,0,0,40,18,0,41,18,0,1,58,59
1,173,51,13,0,282,137,0,333,150,0,64,419,483
1,181,0,0,0,4,2,0,4,2,0,0,6,6
1,182,0,2,0,2,1,0,2,3,0,2,3,5
1,191,31,16,0,271,105,1,302,121,1,47,377,424
1,192,18,14,0,157,57,0,175,71,0,32,214,246
1,201,82,16,0,1138,464,0,1220,480,0,98,1602,1700
2,1,12691,3233,35,24401,32696,21,37092,35929,56,15959,57118,73077
2,2,19584,4709,28,58415,75093,94,77999,79802,122,24321,133602,157923
2,3,4435,1063,52,7557,8450,53,11992,9513,105,5550,16060,21610
2,4,1074,186,64,1055,942,49,2129,1128,113,1324,2046,3370
2,5,152,27,9,189,118,36,341,145,45,188,343,531
2,6,565,109,66,600,367,57,1165,476,123,740,1024,1764
2,7,88,15,9,170,80,52,258,95,61,112,302,414
2,8,443,86,195,221,224,114,664,310,309,724,559,1283
2,9,76,18,5,146,89,73,222,107,78,99,308,407
2,10,32,5,1,49,45,1,81,50,2,38,95,133
2,11,107,32,3,79,61,15,186,93,18,142,155,297
2,12,18,6,0,53,41,6,71,47,6,24,100,124
2,15,14,5,0,249,137,0,263,142,0,19,386,405
2,16,17,2,0,155,81,0,172,83,0,19,236,255
2,17,345,108,0,3133,2122,0,3478,2230,0,453,5255,5708
2,18,577,151,0,3474,2946,0,4051,3097,0,728,6420,7148
2,21,56,10,25,13,4,2,69,14,27,91,19,110
2,22,86,13,1,61,46,7,147,59,8,100,114,214
2,23,16,4,1,50,28,7,66,32,8,21,85,106
2,24,13,10,1,54,35,2,67,45,3,24,91,115
2,31,544,120,0,1189,841,5,1733,961,5,664,2035,2699
2,32,2383,642,0,10239,11770,5,12622,12412,5,3025,22014,25039
2,33,58,13,0,218,130,0,276,143,0,71,348,419
2,34,549,95,1,634,510,0,1183,605,1,645,1144,1789
2,35,1093,235,5,976,868,3,2069,1103,8,1333,1847,3180
2,36,109,24,0,262,186,2,371,210,2,133,450,583
2,41,2336,496,28,3536,4537,30,5872,5033,58,2860,8103,10963
2,43,421,80,10,470,430,14,891,510,24,511,914,1425
2,44,557,118,2,860,874,10,1417,992,12,677,1744,2421
2,45,29,10,5,66,37,11,95,47,16,44,114,158
2,46,48,7,3,85,44,8,133,51,11,58,137,195
2,47,67,12,0,140,67,17,207,79,17,79,224,303
2,48,38,7,0,207,114,11,245,121,11,45,332,377
2,49,39,11,5,140,126,2,179,137,7,55,268,323
2,51,9,3,0,38,29,0,47,32,0,12,67,79
2,52,41,7,0,78,34,1,119,41,1,48,113,161
2,61,5,4,0,7,11,0,12,15,0,9,18,27
2,62,12,2,0,17,20,0,29,22,0,14,37,51
2,71,282,53,0,1075,657,2,1357,710,2,335,1734,2069
2,72,1155,264,3,2129,2413,2,3284,2677,5,1422,4544,5966
2,73,31,6,0,264,108,0,295,114,0,37,372,409
2,74,3097,772,4,4909,6360,4,8006,7132,8,3873,11273,15146
2,75,123,36,0,524,453,0,647,489,0,159,977,1136
2,76,59,7,0,288,154,0,347,161,0,66,442,508
2,81,20,4,0,46,25,0,66,29,0,24,71,95
2,82,2,2,0,30,9,0,32,11,0,4,39,43
2,83,4,5,0,25,22,0,29,27,0,9,47,56
2,91,5,2,0,26,27,0,31,29,0,7,53,60
2,92,17,4,0,41,20,1,58,24,1,21,62,83
2,101,17,4,0,108,34,0,125,38,0,21,142,163
2,102,8,0,0,102,41,0,110,41,0,8,143,151
2,111,3,1,0,28,7,0,31,8,0,4,35,39
2,112,15,6,0,36,21,0,51,27,0,21,57,78
2,113,9,1,0,49,27,0,58,28,0,10,76,86
2,114,59,16,0,177,73,0,236,89,0,75,250,325
2,121,3,3,0,22,9,0,25,12,0,6,31,37
2,123,1,0,0,3,1,0,4,1,0,1,4,5
2,131,0,0,0,1,0,0,1,0,0,0,1,1
2,132,3,0,0,19,14,0,22,14,0,3,33,36
2,134,0,0,0,3,4,0,3,4,0,0,7,7
2,141,46,7,0,926,340,0,972,347,0,53,1266,1319
2,142,325,65,0,2568,1532,0,2893,1597,0,390,4100,4490
2,143,959,249,0,2497,2483,1,3456,2732,1,1208,4981,6189
2,151,7,0,0,83,26,0,90,26,0,7,109,116
2,152,50,17,0,142,72,0,192,89,0,67,214,281
2,153,37,7,0,168,81,1,205,88,1,44,250,294
2,163,7,1,0,44,20,0,51,21,0,8,64,72
2,164,0,0,0,5,11,0,5,11,0,0,16,16
2,171,7,3,0,137,64,0,144,67,0,10,201,211
2,172,2,0,0,30,18,0,32,18,0,2,48,50
2,173,34,11,0,219,86,0,253,97,0,45,305,350
2,181,3,1,0,2,3,0,5,4,0,4,5,9
2,182,1,1,0,2,1,0,3,2,0,2,3,5
2,191,9,4,0,88,34,0,97,38,0,13,122,135
2,192,9,0,0,40,23,0,49,23,0,9,63,72
2,201,13,9,0,283,124,0,296,133,0,22,407,429
3,1,3044,708,67,5466,4417,88,8510,5125,155,3819,9971,13790
3,2,2940,853,23,9364,8891,82,12304,9744,105,3816,18337,22153
3,3,47543,11020,604,77753,67873,1115,125296,78893,1719,59167,146741,205908
3,4,6333,1504,319,13119,10526,685,19452,12030,1004,8156,24330,32486
3,5,722,165,42,1754,889,488,2476,1054,530,929,3131,4060
3,6,2226,484,443,3791,1896,834,6017,2380,1277,3153,6521,9674
3,7,317,70,50,1315,545,645,1632,615,695,437,2505,2942
3,8,1671,358,890,1164,788,805,2835,1146,1695,2919,2757,5676
3,9,299,74,59,1056,548,772,1355,622,831,432,2376,2808
3,10,85,21,1,411,175,39,496,196,40,107,625,732
3,11,283,87,46,540,221,392,823,308,438,416,1153,1569
3,12,73,26,2,402,164,109,475,190,111,101,675,776
3,15,9,4,0,206,60,1,215,64,1,13,267,280
3,16,6,3,0,112,58,0,118,61,0,9,170,179
3,17,125,37,0,1567,684,10,1692,721,10,162,2261,2423
3,18,212,54,0,1922,793,17,2134,847,17,266,2732,2998
3,21,158,37,100,91,45,35,249,82,135,295,171,466
3,22,173,39,12,384,218,156,557,257,168,224,758,982
3,23,38,14,5,354,157,146,392,171,151,57,657,714
3,24,45,18,6,255,136,46,300,154,52,69,437,506
3,31,490,87,1,2107,814,8,2597,901,9,578,2929,3507
3,32,2269,647,0,10748,8886,65,13017,9533,65,2916,19699,22615
3,33,75,21,0,926,380,11,1001,401,11,96,1317,1413
3,34,980,221,5,1585,1136,25,2565,1357,30,1206,2746,3952
3,35,5879,1496,29,8920,6994,63,14799,8490,92,7404,15977,23381
3,36,434,101,8,1992,1111,52,2426,1212,60,543,3155,3698
3,41,16135,4141,260,30332,26769,485,46467,30910,745,20536,57586,78122
3,43,1253,298,44,2378,1456,97,3631,1754,141,1595,3931,5526
3,44,1333,361,16,3213,2064,172,4546,2425,188,1710,5449,7159
3,45,113,34,11,531,187,186,644,221,197,158,904,1062
3,46,151,33,23,362,152,79,513,185,102,207,593,800
3,47,195,50,13,956,325,291,1151,375,304,258,1572,1830
3,48,109,21,3,1002,415,126,1111,436,129,133,1543,1676
3,49,103,27,1,736,287,74,839,314,75,131,1097,1228
3,51,37,13,0,308,119,9,345,132,9,50,436,486
3,52,89,33,1,540,180,45,629,213,46,123,765,888
3,61,23,8,0,99,46,7,122,54,7,31,152,183
3,62,25,6,0,133,64,12,158,70,12,31,209,240
3,71,205,51,0,1433,508,48,1638,559,48,256,1989,2245
3,72,815,158,3,2624,1214,80,3439,1372,83,976,3918,4894
3,73,43,7,0,629,203,16,672,210,16,50,848,898
3,74,3105,800,19,6008,4678,136,9113,5478,155,3924,10822,14746
3,75,148,52,2,1103,537,38,1251,589,40,202,1678,1880
3,76,58,14,0,711,260,37,769,274,37,72,1008,1080
3,81,21,6,0,292,128,36,313,134,36,27,456,483
3,82,9,2,0,160,61,6,169,63,6,11,227,238
3,83,15,13,0,225,110,18,240,123,18,28,353,381
3,91,12,4,0,152,53,13,164,57,13,16,218,234
3,92,43,5,0,212,71,9,255,76,9,48,292,340
3,101,8,6,0,189,43,1,197,49,1,14,233,247
3,102,10,5,0,189,56,3,199,61,3,15,248,263
3,111,4,0,0,64,18,0,68,18,0,4,82,86
3,112,11,3,0,63,19,1,74,22,1,14,83,97
3,113,6,0,0,97,55,2,103,55,2,6,154,160
3,114,48,14,0,323,111,2,371,125,2,62,436,498
3,121,5,3,0,83,33,1,88,36,1,8,117,125
3,122,0,0,0,9,0,0,9,0,0,0,9,9
3,123,5,3,0,41,21,2,46,24,2,8,64,72
3,124,1,0,0,11,7,0,12,7,0,1,18,19
3,131,1,1,0,19,5,0,20,6,0,2,24,26
3,132,14,4,0,146,70,14,160,74,14,18,230,248
3,133,0,0,0,10,6,1,10,6,1,0,17,17
3,134,2,1,0,15,11,0,17,12,0,3,26,29
3,141,21,8,0,937,338,29,958,346,29,29,1304,1333
3,142,166,38,1,2284,826,82,2450,864,83,205,3192,3397
3,143,372,75,0,1424,767,40,1796,842,40,447,2231,2678
3,151,8,1,0,75,38,0,83,39,0,9,113,122
3,152,37,11,0,124,53,0,161,64,0,48,177,225
3,153,19,14,0,242,97,1,261,111,1,33,340,373
3,163,20,1,0,216,88,13,236,89,13,21,317,338
3,164,2,0,0,20,9,0,22,9,0,2,29,31
3,171,8,4,0,318,107,1,326,111,1,12,426,438
3,172,1,1,0,92,27,1,93,28,1,2,120,122
3,173,56,20,0,752,249,8,808,269,8,76,1009,1085
3,181,5,1,0,27,22,2,32,23,2,6,51,57
3,182,2,1,0,14,10,0,16,11,0,3,24,27
3,191,14,5,0,167,61,1,181,66,1,19,229,248
3,192,6,5,0,84,25,2,90,30,2,11,111,122
3,201,14,5,0,253,82,0,267,87,0,19,335,354
4,1,1041,174,71,1491,854,69,2532,1028,140,1286,2414,3700
4,2,514,122,20,1569,967,84,2083,1089,104,656,2620,3276
4,3,7172,1604,358,12248,10610,578,19420,12214,936,9134,23436,32570
4,4,43197,8389,1007,93973,57664,2089,137170,66053,3096,52593,153726,206319
4,5,3501,896,88,9706,6043,569,13207,6939,657,4485,16318,20803
4,6,11064,2348,664,22049,12621,1186,33113,14969,1850,14076,35856,49932
4,7,998,198,93,3054,1819,1069,4052,2017,1162,1289,5942,7231
4,8,5116,1090,1239,4356,3181,1232,9472,4271,2471,7445,8769,16214
4,9,909,253,103,2497,1707,1060,3406,1960,1163,1265,5264,6529
4,10,193,32,9,673,393,49,866,425,58,234,1115,1349
4,11,788,162,116,1134,612,681,1922,774,797,1066,2427,3493
4,12,165,30,16,726,434,215,891,464,231,211,1375,1586
4,15,9,0,0,168,56,0,177,56,0,9,224,233
4,16,2,2,0,82,50,0,84,52,0,4,132,136
4,17,74,19,0,691,273,4,765,292,4,93,968,1061
4,18,100,14,0,1001,386,15,1101,400,15,114,1402,1516
4,21,595,100,309,154,107,109,749,207,418,1004,370,1374
4,22,357,97,29,840,532,233,1197,629,262,483,1605,2088
4,23,97,16,16,674,382,258,771,398,274,129,1314,1443
4,24,94,30,9,544,277,55,638,307,64,133,876,1009
4,31,435,75,6,1804,843,54,2239,918,60,516,2701,3217
4,32,680,156,2,3162,2203,47,3842,2359,49,838,5412,6250
4,33,77,13,0,873,482,17,950,495,17,90,1372,1462
4,34,803,183,11,1416,1004,57,2219,1187,68,997,2477,3474
4,35,6592,1605,87,10701,8444,106,17293,10049,193,8284,19251,27535
4,36,623,165,15,2884,2224,84,3507,2389,99,803,5192,5995
4,41,7814,1746,357,17328,13745,767,25142,15491,1124,9917,31840,41757
4,43,4293,990,96,10451,7206,191,14744,8196,287,5379,17848,23227
4,44,1440,393,35,4141,3030,241,5581,3423,276,1868,7412,9280
4,45,449,107,27,1428,894,200,1877,1001,227,583,2522,3105
4,46,400,78,39,863,618,117,1263,696,156,517,1598,2115
4,47,397,91,26,1953,896,426,2350,987,452,514,3275,3789
4,48,144,29,8,1482,783,179,1626,812,187,181,2444,2625
4,49,213,44,11,1299,736,90,1512,780,101,268,2125,2393
4,51,36,10,0,425,211,16,461,221,16,46,652,698
4,52,169,40,0,720,354,46,889,394,46,209,1120,1329
4,61,30,3,0,172,101,12,202,104,12,33,285,318
4,62,42,11,0,254,141,13,296,152,13,53,408,461
4,71,160,25,1,988,350,35,1148,375,36,186,1373,1559
4,72,572,99,11,1749,712,107,2321,811,118,682,2568,3250
4,73,38,2,0,401,173,9,439,175,9,40,583,623
4,74,1562,318,76,2936,1525,252,4498,1843,328,1956,4713,6669
4,75,127,34,1,996,480,49,1123,514,50,162,1525,1687
4,76,68,11,0,706,327,29,774,338,29,79,1062,1141
4,81,44,12,1,485,185,41,529,197,42,57,711,768
4,82,8,3,0,217,101,2,225,104,2,11,320,331
4,83,56,15,0,433,193,24,489,208,24,71,650,721
4,91,13,3,0,209,111,10,222,114,10,16,330,346
4,92,43,10,0,218,88,33,261,98,33,53,339,392
4,101,5,0,0,139,42,2,144,42,2,5,183,188
4,102,8,7,0,133,65,1,141,72,1,15,199,214
4,111,5,0,0,59,24,1,64,24,1,5,84,89
4,112,11,3,0,51,29,0,62,32,0,14,80,94
4,113,9,1,0,87,51,0,96,52,0,10,138,148
4,114,46,11,0,242,107,0,288,118,0,57,349,406
4,121,20,2,0,139,62,1,159,64,1,22,202,224
4,122,3,0,0,10,5,0,13,5,0,3,15,18
4,123,20,7,0,88,37,0,108,44,0,27,125,152
4,124,1,0,0,21,10,0,22,10,0,1,31,32
4,131,5,0,0,43,28,2,48,28,2,5,73,78
4,132,25,8,0,275,136,19,300,144,19,33,430,463
4,133,0,0,0,21,11,0,21,11,0,0,32,32
4,134,0,3,0,45,29,0,45,32,0,3,74,77
4,141,11,1,0,350,136,4,361,137,4,12,490,502
4,142,71,20,0,848,311,17,919,331,17,91,1176,1267
4,143,109,19,0,521,234,14,630,253,14,128,769,897
4,151,4,2,0,30,15,0,34,17,0,6,45,51
4,152,30,3,0,49,37,0,79,40,0,33,86,119
4,153,17,9,0,163,71,4,180,80,4,26,238,264
4,163,19,11,0,293,123,16,312,134,16,30,432,462
4,164,1,1,0,26,19,0,27,20,0,2,45,47
4,171,6,4,0,261,118,1,267,122,1,10,380,390
4,172,1,1,0,126,55,0,127,56,0,2,181,183
4,173,52,14,0,745,293,13,797,307,13,66,1051,1117
4,181,11,3,0,62,20,4,73,23,4,14,86,100
4,182,1,1,0,31,19,2,32,20,2,2,52,54
4,191,12,3,0,156,110,0,168,113,0,15,266,281
4,192,9,4,0,86,39,1,95,43,1,13,126,139
4,201,12,5,0,88,37,0,100,42,0,17,125,142
5,1,335,85,88,236,110,15,571,195,103,508,361,869
5,2,155,37,42,217,79,9,372,116,51,234,305,539
5,3,1527,364,469,985,646,156,2512,1010,625,2360,1787,4147
5,4,4406,1144,370,8551,5753,343,12957,6897,713,5920,14647,20567
5,5,9543,2220,209,21604,15495,875,31147,17715,1084,11972,37974,49946
5,6,7612,1840,576,11874,7084,819,19486,8924,1395,10028,19777,29805
5,7,2783,760,138,7673,7287,603,10456,8047,741,3681,15563,19244
5,8,6303,1472,1347,6147,4293,1319,12450,5765,2666,9122,11759,20881
5,9,1041,350,68,2622,2062,280,3663,2412,348,1459,4964,6423
5,10,406,122,16,901,616,12,1307,738,28,544,1529,2073
5,11,958,275,110,1140,939,167,2098,1214,277,1343,2246,3589
5,12,232,62,20,645,334,57,877,396,77,314,1036,1350
5,15,2,2,0,58,20,0,60,22,0,4,78,82
5,16,1,0,0,15,7,0,16,7,0,1,22,23
5,17,34,9,0,240,89,2,274,98,2,43,331,374
5,18,59,18,0,345,140,6,404,158,6,77,491,568
5,21,641,155,460,130,108,67,771,263,527,1256,305,1561
5,22,388,117,54,586,327,84,974,444,138,559,997,1556
5,23,98,28,22,443,249,94,541,277,116,148,786,934
5,24,70,28,21,360,170,13,430,198,34,119,543,662
5,31,224,57,4,675,300,13,899,357,17,285,988,1273
5,32,327,84,1,848,415,13,1175,499,14,412,1276,1688
5,33,143,51,0,745,435,7,888,486,7,194,1187,1381
5,34,587,154,18,675,435,25,1262,589,43,759,1135,1894
5,35,4544,1216,93,5707,3811,66,10251,5027,159,5853,9584,15437
5,36,1516,523,34,4170,3623,69,5686,4146,103,2073,7862,9935
5,41,1306,394,373,1203,775,196,2509,1169,569,2073,2174,4247
