ZONE,PER,QUANTITY
5,PER40,52
5,PER41,28
5,PER42,20
5,PER43,14
5,PER44,12
5,PER45,5
5,PER46,3
5,PER47,1
5,PER48,1
6,PER02,1
6,PER03,2
6,PER04,3
6,PER05,7
6,PER06,14
6,PER07,26
6,PER08,43
6,PER09,59
6,PER10,81
6,PER11,118
6,PER12,127
6,PER13,139
6,PER14,150
6,PER15,155
6,PER16,158
6,PER17,167
6,PER18,177
6,PER19,196
6,PER20,181
6,PER21,168
6,PER22,153
6,PER23,159
6,PER24,174
6,PER25,159
6,PER26,159
6,PER27,158
6,PER28,157
6,PER29,162
6,PER30,147
6,PER31,149
6,PER32,157
6,PER33,133
6,PER34,122
6,PER35,94
6,PER36,83
6,PER37,71
6,PER38,49
6,PER39,33
6,PER40,18
6,PER41,12
6,PER42,9
6,PER43,4
6,PER44,3
6,PER45,5
6,PER46,2
6,PER47,1
6,PER48,1
7,PER01,2
7,PER02,6
7,PER03,8
7,PER04,13
7,PER05,29
7,PER06,60
7,PER07,96
7,PER08,162
7,PER09,271
7,PER10,350
7,PER11,401
7,PER12,431
7,PER13,507
7,PER14,538
7,PER15,565
7,PER16,589
7,PER17,629
7,PER18,648
7,PER19,682
7,PER20,675
7,PER21,698
7,PER22,680
7,PER23,673
7,PER24,714
7,PER25,712
7,PER26,709
7,PER27,700
7,PER28,673
7,PER29,677
7,PER30,661
7,PER31,626
7,PER32,622
7,PER33,611
7,PER34,556
7,PER35,511
7,PER36,448
7,PER37,331
7,PER38,240
7,PER39,153
7,PER40,104
7,PER41,73
7,PER42,62
7,PER43,42
7,PER44,21
7,PER45,20
7,PER46,16
7,PER47,14
7,PER48,5
8,PER01,0
8,PER02,0
8,PER03,0
8,PER04,1
8,PER05,3
8,PER06,6
8,PER07,13
8,PER08,24
8,PER09,33
8,PER10,46
8,PER11,69
8,PER12,67
8,PER13,70
8,PER14,73
8,PER15,85
8,PER16,85
8,PER17,87
8,PER18,102
8,PER19,112
8,PER20,108
8,PER21,86
8,PER22,83
8,PER23,84
8,PER24,85
8,PER25,97
8,PER26,109
8,PER27,110
8,PER28,109
8,PER29,96
8,PER30,90
8,PER31,90
8,PER32,112
8,PER33,107
8,PER34,94
8,PER35,89
8,PER36,73
8,PER37,61
8,PER38,41
8,PER39,31
8,PER40,19
8,PER41,11
8,PER42,5
8,PER43,3
8,PER44,3
8,PER45,3
8,PER46,2
8,PER47,1
8,PER48,1
9,PER01,0
9,PER02,0
9,PER03,1
9,PER04,2
9,PER05,3
9,PER06,5
9,PER07,10
9,PER08,13
9,PER09,27
9,PER10,56
9,PER11,53
9,PER12,54
9,PER13,55
9,PER14,57
9,PER15,66
9,PER16,65
9,PER17,77
9,PER18,89
9,PER19,91
9,PER20,94
9,PER21,88
9,PER22,87
9,PER23,88
9,PER24,82
9,PER25,92
9,PER26,87
9,PER27,87
9,PER28,91
9,PER29,92
9,PER30,87
9,PER31,90
9,PER32,78
9,PER33,84
9,PER34,82
9,PER35,70
9,PER36,54
9,PER37,36
9,PER38,13
9,PER39,9
9,PER40,6
9,PER41,5
9,PER42,3
9,PER43,2
9,PER44,2
9,PER45,2
9,PER46,0
9,PER47,0
9,PER48,0
10,PER01,1
10,PER02,3
10,PER03,5
10,PER04,10
10,PER05,17
10,PER06,43
10,PER07,160
10,PER08,711
10,PER09,1978
10,PER10,3492
10,PER11,4175
10,PER12,4365
10,PER13,4399
10,PER14,4416
10,PER15,4454
10,PER16,4464
10,PER17,4444
10,PER18,4432
10,PER19,4414
10,PER20,4364
10,PER21,4313
10,PER22,4264
10,PER23,4208
10,PER24,4112
10,PER25,3418
10,PER26,2890
10,PER27,2173
10,PER28,1512
10,PER29,1150
10,PER30,925
10,PER31,752
10,PER32,600
10,PER33,465
10,PER34,364
10,PER35,299
10,PER36,245
10,PER37,195
10,PER38,168
10,PER39,149
10,PER40,120
10,PER41,98
10,PER42,82
10,PER43,76
10,PER44,64
10,PER45,53
10,PER46,40
10,PER47,29
10,PER48,13
11,PER01,3
11,PER02,4
11,PER03,5
11,PER04,5
11,PER05,6
11,PER06,2
11,PER07,7
11,PER08,13
11,PER09,21
11,PER10,41
11,PER11,33
11,PER12,36
11,PER13,40
11,PER14,38
11,PER15,39
11,PER16,37
11,PER17,42
11,PER18,52
11,PER19,53
11,PER20,49
11,PER21,43
11,PER22,46
11,PER23,45
11,PER24,51
11,PER25,36
11,PER26,33
11,PER27,31
11,PER28,38
11,PER29,47
11,PER30,50
11,PER31,52
11,PER32,57
11,PER33,59
11,PER34,56
11,PER35,49
11,PER36,47
11,PER37,38
11,PER38,27
11,PER39,19
11,PER40,9
11,PER41,5
11,PER42,4
11,PER43,0
11,PER44,0
11,PER45,0
11,PER46,0
11,PER47,0
11,PER48,0
12,PER01,0
12,PER02,0
12,PER03,0
12,PER04,0
12,PER05,0
12,PER06,1
12,PER07,3
12,PER08,5
12,PER09,5
12,PER10,6
12,PER11,8
12,PER12,6
12,PER13,8
12,PER14,12
12,PER15,14
12,PER16,13
12,PER17,13
12,PER18,17
12,PER19,18
12,PER20,21
12,PER21,17
12,PER22,15
12,PER23,19
12,PER24,14
12,PER25,15
12,PER26,16
12,PER27,14
12,PER28,11
12,PER29,13
12,PER30,14
12,PER31,17
12,PER32,22
12,PER33,25
12,PER34,28
12,PER35,15
12,PER36,11
12,PER37,11
12,PER38,6
12,PER39,5
12,PER40,4
12,PER41,2
12,PER42,2
12,PER43,2
12,PER44,2
12,PER45,2
12,PER46,2
12,PER47,2
12,PER48,1
13,PER01,0
13,PER02,0
13,PER03,0
13,PER04,9
13,PER05,16
13,PER06,20
13,PER07,32
13,PER08,66
13,PER09,138
13,PER10,202
13,PER11,217
13,PER12,213
13,PER13,187
13,PER14,196
13,PER15,217
13,PER16,209
13,PER17,210
13,PER18,226
13,PER19,237
13,PER20,241
13,PER21,235
13,PER22,247
13,PER23,251
13,PER24,297
13,PER25,285
13,PER26,281
13,PER27,296
13,PER28,287
13,PER29,302
13,PER30,319
13,PER31,323
13,PER32,333
13,PER33,343
13,PER34,298
13,PER35,245
13,PER36,230
13,PER37,179
13,PER38,121
13,PER39,83
13,PER40,52
13,PER41,24
13,PER42,14
13,PER43,9
13,PER44,8
13,PER45,4
13,PER46,4
13,PER47,4
13,PER48,1
14,PER01,0
14,PER02,2
14,PER03,7
14,PER04,14
14,PER05,39
14,PER06,61
14,PER07,90
14,PER08,168
14,PER09,269
14,PER10,354
14,PER11,438
14,PER12,493
14,PER13,555
14,PER14,594
14,PER15,667
14,PER16,711
14,PER17,742
14,PER18,762
14,PER19,772
14,PER20,747
14,PER21,768
14,PER22,761
14,PER23,759
14,PER24,745
14,PER25,739
14,PER26,716
14,PER27,692
14,PER28,650
14,PER29,615
14,PER30,642
14,PER31,585
14,PER32,543
14,PER33,508
14,PER34,459
14,PER35,371
14,PER36,288
14,PER37,201
14,PER38,126
14,PER39,84
14,PER40,68
14,PER41,49
14,PER42,37
14,PER43,34
14,PER44,26
14,PER45,14
14,PER46,13
14,PER47,9
14,PER48,5
15,PER01,0
15,PER02,1
15,PER03,1
15,PER04,3
15,PER05,3
15,PER06,7
15,PER07,16
15,PER08,32
15,PER09,78
15,PER10,126
15,PER11,132
15,PER12,138
15,PER13,142
15,PER14,146
15,PER15,147
15,PER16,147
15,PER17,147
15,PER18,146
15,PER19,155
15,PER20,156
15,PER21,145
15,PER22,142
15,PER23,134
15,PER24,132
15,PER25,118
15,PER26,119
15,PER27,103
15,PER28,91
15,PER29,71
15,PER30,60
15,PER31,55
15,PER32,39
15,PER33,39
15,PER34,37
15,PER35,27
15,PER36,19
15,PER37,20
15,PER38,15
15,PER39,11
15,PER40,8
15,PER41,8
15,PER42,9
15,PER43,6
15,PER44,5
15,PER45,4
15,PER46,2
15,PER47,2
15,PER48,1
16,PER01,1
16,PER02,1
16,PER03,4
16,PER04,7
16,PER05,10
16,PER06,13
16,PER07,25
16,PER08,40
16,PER09,54
16,PER10,66
16,PER11,78
16,PER12,89
16,PER13,89
16,PER14,92
16,PER15,103
16,PER16,104
16,PER17,105
16,PER18,112
16,PER19,111
16,PER20,112
16,PER21,110
16,PER22,110
16,PER23,115
16,PER24,106
16,PER25,101
16,PER26,99
16,PER27,93
16,PER28,83
16,PER29,78
16,PER30,87
16,PER31,79
16,PER32,73
16,PER33,72
16,PER34,66
16,PER35,58
16,PER36,52
16,PER37,50
16,PER38,43
16,PER39,35
16,PER40,24
16,PER41,15
16,PER42,6
16,PER43,5
16,PER44,3
16,PER45,2
16,PER46,1
16,PER47,0
16,PER48,0
17,PER01,0
17,PER02,0
17,PER03,1
17,PER04,7
17,PER05,7
17,PER06,16
17,PER07,17
17,PER08,16
17,PER09,32
17,PER10,37
17,PER11,37
17,PER12,42
17,PER13,43
17,PER14,48
17,PER15,54
17,PER16,69
17,PER17,73
17,PER18,67
17,PER19,62
17,PER20,70
17,PER21,63
17,PER22,63
17,PER23,77
17,PER24,78
17,PER25,66
17,PER26,63
17,PER27,73
17,PER28,71
17,PER29,82
17,PER30,86
17,PER31,101
17,PER32,99
17,PER33,101
17,PER34,69
17,PER35,61
17,PER36,46
17,PER37,44
17,PER38,36
17,PER39,28
17,PER40,12
17,PER41,6
17,PER42,3
17,PER43,1
17,PER44,3
17,PER45,1
17,PER46,1
17,PER47,1
17,PER48,1
18,PER01,0
18,PER02,0
18,PER03,1
18,PER04,5
18,PER05,10
18,PER06,13
18,PER07,27
18,PER08,44
18,PER09,97
18,PER10,158
18,PER11,169
18,PER12,136
18,PER13,126
18,PER14,121
18,PER15,117
18,PER16,121
18,PER17,123
18,PER18,132
18,PER19,123
18,PER20,133
18,PER21,130
18,PER22,133
18,PER23,152
18,PER24,156
18,PER25,145
18,PER26,144
18,PER27,138
18,PER28,128
18,PER29,107
18,PER30,94
18,PER31,80
18,PER32,76
18,PER33,72
18,PER34,57
18,PER35,44
18,PER36,37
18,PER37,25
18,PER38,22
18,PER39,13
18,PER40,11
18,PER41,13
18,PER42,9
18,PER43,9
18,PER44,3
18,PER45,3
18,PER46,3
18,PER47,1
18,PER48,0
19,PER01,0
19,PER02,1
19,PER03,1
19,PER04,1
19,PER05,1
19,PER06,1
19,PER07,5
19,PER08,14
19,PER09,33
19,PER10,52
19,PER11,55
19,PER12,59
19,PER13,63
19,PER14,64
19,PER15,77
19,PER16,75
19,PER17,82
19,PER18,75
19,PER19,77
19,PER20,69
19,PER21,65
19,PER22,70
19,PER23,73
19,PER24,77
19,PER25,66
19,PER26,66
19,PER27,65
19,PER28,67
19,PER29,57
19,PER30,59
19,PER31,56
19,PER32,62
19,PER33,64
19,PER34,44
19,PER35,48
19,PER36,40
19,PER37,24
19,PER38,19
19,PER39,10
19,PER40,8
19,PER41,9
19,PER42,5
19,PER43,3
19,PER44,2
19,PER45,2
19,PER46,0
19,PER47,0
19,PER48,0
20,PER01,0
20,PER02,0
20,PER03,1
20,PER04,2
20,PER05,3
20,PER06,5
20,PER07,11
20,PER08,59
20,PER09,153
20,PER10,264
20,PER11,325
20,PER12,352
20,PER13,359
20,PER14,361
20,PER15,362
20,PER16,368
20,PER17,372
20,PER18,376
20,PER19,380
20,PER20,380
20,PER21,374
20,PER22,376
20,PER23,366
20,PER24,353
20,PER25,298
20,PER26,264
20,PER27,209
20,PER28,154
20,PER29,136
20,PER30,122
20,PER31,109
20,PER32,101
20,PER33,90
20,PER34,86
20,PER35,79
20,PER36,61
20,PER37,49
20,PER38,39
20,PER39,23
20,PER40,21
20,PER41,13
20,PER42,9
20,PER43,5
20,PER44,4
20,PER45,3
20,PER46,3
20,PER47,1
20,PER48,1
21,PER01,0
21,PER02,0
21,PER03,0
21,PER04,0
21,PER05,3
21,PER06,3
21,PER07,4
21,PER08,10
21,PER09,15
21,PER10,17
21,PER11,21
21,PER12,24
21,PER13,21
21,PER14,18
21,PER15,20
21,PER16,27
21,PER17,29
21,PER18,27
21,PER19,30
21,PER20,28
21,PER21,29
21,PER22,22
21,PER23,19
21,PER24,14
21,PER25,10
21,PER26,12
21,PER27,17
21,PER28,16
21,PER29,15
21,PER30,19
21,PER31,20
21,PER32,30
21,PER33,33
21,PER34,29
21,PER35,29
21,PER36,21
21,PER37,10
21,PER38,9
21,PER39,7
21,PER40,2
21,PER41,4
21,PER42,5
21,PER43,2
21,PER44,1
21,PER45,1
21,PER46,1
21,PER47,1
21,PER48,0
22,PER01,0
22,PER02,0
22,PER03,0
22,PER04,1
22,PER05,1
22,PER06,2
22,PER07,8
22,PER08,14
22,PER09,18
22,PER10,37
22,PER11,36
22,PER12,40
22,PER13,37
22,PER14,39
22,PER15,40
22,PER16,40
22,PER17,41
22,PER18,43
22,PER19,54
22,PER20,56
22,PER21,53
22,PER22,55
22,PER23,56
22,PER24,51
22,PER25,51
22,PER26,51
22,PER27,51
22,PER28,45
22,PER29,46
22,PER30,48
22,PER31,42
22,PER32,35
22,PER33,37
22,PER34,34
22,PER35,29
22,PER36,25
22,PER37,19
22,PER38,16
22,PER39,6
22,PER40,9
22,PER41,9
22,PER42,6
22,PER43,5
22,PER44,3
22,PER45,0
22,PER46,0
22,PER47,0
22,PER48,0
23,PER01,0
23,PER02,0
23,PER03,0
23,PER04,0
23,PER05,0
23,PER06,1
23,PER07,1
23,PER08,0
23,PER09,4
23,PER10,7
23,PER11,5
23,PER12,6
23,PER13,6
23,PER14,6
23,PER15,10
23,PER16,10
23,PER17,8
23,PER18,9
23,PER19,15
23,PER20,21
23,PER21,20
23,PER22,15
23,PER23,10
23,PER24,7
23,PER25,9
23,PER26,12
23,PER27,10
23,PER28,7
23,PER29,5
23,PER30,11
23,PER31,10
23,PER32,6
23,PER33,11
23,PER34,8
23,PER35,6
23,PER36,4
23,PER37,7
23,PER38,4
23,PER39,5
23,PER40,2
23,PER41,1
23,PER42,1
23,PER43,0
23,PER44,0
23,PER45,0
23,PER46,0
23,PER47,0
23,PER48,0
24,PER01,0
24,PER02,0
24,PER03,1
24,PER04,2
24,PER05,1
24,PER06,2
24,PER07,1
24,PER08,1
24,PER09,4
24,PER10,9
24,PER11,8
24,PER12,7
24,PER13,6
24,PER14,8
24,PER15,9
24,PER16,11
24,PER17,11
24,PER18,7
24,PER19,8
24,PER20,5
24,PER21,5
24,PER22,9
24,PER23,11
24,PER24,9
24,PER25,13
24,PER26,14
24,PER27,15
24,PER28,14
24,PER29,15
24,PER30,24
24,PER31,17
24,PER32,25
24,PER33,27
24,PER34,23
24,PER35,18
24,PER36,10
24,PER37,6
24,PER38,2
24,PER39,2
24,PER40,1
24,PER41,1
24,PER42,1
24,PER43,1
24,PER44,1
24,PER45,0
24,PER46,0
24,PER47,1
24,PER48,0
25,PER01,0
25,PER02,1
25,PER03,2
25,PER04,3
25,PER05,13
25,PER06,25
25,PER07,46
25,PER08,77
25,PER09,102
25,PER10,152
25,PER11,207
25,PER12,226
25,PER13,263
25,PER14,278
25,PER15,307
25,PER16,324
25,PER17,316
25,PER18,319
25,PER19,317
25,PER20,325
25,PER21,334
25,PER22,335
25,PER23,337
25,PER24,349
25,PER25,352
25,PER26,323
25,PER27,300
25,PER28,277
25,PER29,246
25,PER30,268
25,PER31,285
25,PER32,277
25,PER33,272
25,PER34,228
25,PER35,212
25,PER36,150
25,PER37,100
25,PER38,83
25,PER39,53
25,PER40,36
25,PER41,23
25,PER42,18
25,PER43,11
25,PER44,8
25,PER45,3
25,PER46,0
25,PER47,0
25,PER48,0
26,PER01,1
26,PER02,5
26,PER03,7
26,PER04,9
26,PER05,21
26,PER06,31
26,PER07,73
26,PER08,197
26,PER09,404
26,PER10,662
26,PER11,793
26,PER12,854
26,PER13,891
26,PER14,911
26,PER15,918
26,PER16,934
26,PER17,948
26,PER18,950
26,PER19,959
26,PER20,956
26,PER21,956
26,PER22,943
26,PER23,923
26,PER24,908
26,PER25,805
26,PER26,741
26,PER27,627
26,PER28,501
26,PER29,422
26,PER30,415
26,PER31,400
26,PER32,432
26,PER33,405
26,PER34,365
26,PER35,320
26,PER36,257
26,PER37,184
26,PER38,127
26,PER39,76
26,PER40,53
26,PER41,41
26,PER42,25
26,PER43,22
26,PER44,17
26,PER45,12
26,PER46,8
26,PER47,7
26,PER48,2
27,PER01,0
27,PER02,2
27,PER03,3
27,PER04,8
27,PER05,13
27,PER06,22
27,PER07,23
27,PER08,32
27,PER09,39
27,PER10,51
27,PER11,60
27,PER12,64
27,PER13,75
27,PER14,80
27,PER15,76
27,PER16,77
27,PER17,78
27,PER18,78
27,PER19,81
27,PER20,80
27,PER21,83
27,PER22,85
27,PER23,71
27,PER24,70
27,PER25,64
27,PER26,68
27,PER27,64
27,PER28,73
27,PER29,74
27,PER30,78
27,PER31,62
27,PER32,67
27,PER33,60
27,PER34,68
27,PER35,65
27,PER36,46
27,PER37,32
27,PER38,29
27,PER39,18
27,PER40,10
27,PER41,6
27,PER42,5
27,PER43,3
27,PER44,2
27,PER45,2
27,PER46,2
27,PER47,2
27,PER48,0
28,PER01,2
28,PER02,3
28,PER03,4
28,PER04,4
28,PER05,12
28,PER06,16
28,PER07,44
28,PER08,158
28,PER09,418
28,PER10,727
28,PER11,822
28,PER12,825
28,PER13,793
28,PER14,796
28,PER15,801
28,PER16,803
28,PER17,804
28,PER18,799
28,PER19,797
28,PER20,794
28,PER21,798
28,PER22,798
28,PER23,798
28,PER24,823
28,PER25,732
28,PER26,635
28,PER27,492
28,PER28,387
28,PER29,307
28,PER30,275
28,PER31,241
28,PER32,196
28,PER33,168
28,PER34,141
28,PER35,112
28,PER36,89
28,PER37,70
28,PER38,61
28,PER39,46
28,PER40,39
28,PER41,29
28,PER42,16
28,PER43,12
28,PER44,9
28,PER45,8
28,PER46,5
28,PER47,5
28,PER48,2
29,PER01,0
29,PER02,0
29,PER03,4
29,PER04,4
29,PER05,4
29,PER06,1
29,PER07,2
29,PER08,2
29,PER09,3
29,PER10,3
29,PER11,3
29,PER12,3
29,PER13,2
29,PER14,2
29,PER15,2
29,PER16,1
29,PER17,1
29,PER18,3
29,PER19,8
29,PER20,10
29,PER21,7
29,PER22,5
29,PER23,6
29,PER24,5
29,PER25,6
29,PER26,2
29,PER27,2
29,PER28,3
29,PER29,3
29,PER30,0
29,PER31,0
29,PER32,4
29,PER33,5
29,PER34,8
29,PER35,7
29,PER36,7
29,PER37,5
29,PER38,4
29,PER39,2
29,PER40,0
29,PER41,0
29,PER42,0
29,PER43,0
29,PER44,0
29,PER45,0
29,PER46,0
29,PER47,0
29,PER48,0
30,PER01,1
30,PER02,4
30,PER03,4
30,PER04,7
30,PER05,13
30,PER06,29
30,PER07,35
30,PER08,32
30,PER09,51
30,PER10,75
30,PER11,78
30,PER12,79
30,PER13,89
30,PER14,98
30,PER15,125
30,PER16,128
30,PER17,129
30,PER18,141
30,PER19,130
30,PER20,133
30,PER21,138
30,PER22,127
30,PER23,132
30,PER24,142
30,PER25,135
30,PER26,143
30,PER27,139
30,PER28,132
30,PER29,150
30,PER30,166
30,PER31,163
30,PER32,151
30,PER33,131
30,PER34,138
30,PER35,113
30,PER36,95
30,PER37,69
30,PER38,55
30,PER39,37
30,PER40,22
30,PER41,16
30,PER42,9
30,PER43,5
30,PER44,2
30,PER45,2
30,PER46,1
30,PER47,1
30,PER48,1
31,PER01,0
31,PER02,0
31,PER03,1
31,PER04,1
31,PER05,2
31,PER06,4
31,PER07,8
31,PER08,12
31,PER09,24
31,PER10,31
31,PER11,40
31,PER12,34
31,PER13,44
31,PER14,47
31,PER15,44
31,PER16,47
31,PER17,45
31,PER18,52
31,PER19,54
31,PER20,56
31,PER21,48
31,PER22,48
31,PER23,43
31,PER24,42
31,PER25,41
31,PER26,39
31,PER27,44
31,PER28,45
31,PER29,44
31,PER30,47
31,PER31,46
31,PER32,51
31,PER33,48
31,PER34,44
31,PER35,38
31,PER36,30
31,PER37,20
31,PER38,14
31,PER39,12
31,PER40,7
31,PER41,5
31,PER42,3
31,PER43,1
31,PER44,1
31,PER45,1
31,PER46,1
31,PER47,1
31,PER48,1
32,PER01,1
32,PER02,2
32,PER03,3
32,PER04,10
32,PER05,7
32,PER06,19
32,PER07,39
32,PER08,43
32,PER09,62
32,PER10,75
32,PER11,89
32,PER12,92
32,PER13,99
32,PER14,103
32,PER15,102
32,PER16,109
32,PER17,119
32,PER18,129
32,PER19,121
32,PER20,123
32,PER21,124
32,PER22,122
32,PER23,123
32,PER24,122
32,PER25,123
32,PER26,121
32,PER27,125
32,PER28,116
32,PER29,116
32,PER30,111
32,PER31,94
32,PER32,90
32,PER33,82
32,PER34,79
32,PER35,64
32,PER36,53
32,PER37,37
32,PER38,25
32,PER39,19
32,PER40,11
32,PER41,8
32,PER42,4
32,PER43,4
32,PER44,4
32,PER45,3
32,PER46,1
32,PER47,1
32,PER48,1
33,PER01,0
33,PER02,0
33,PER03,3
33,PER04,4
33,PER05,12
33,PER06,19
33,PER07,17
33,PER08,14
33,PER09,28
33,PER10,36
33,PER11,41
33,PER12,49
33,PER13,53
33,PER14,62
33,PER15,70
33,PER16,71
33,PER17,74
33,PER18,80
33,PER19,74
33,PER20,65
33,PER21,68
33,PER22,67
33,PER23,68
33,PER24,83
33,PER25,85
33,PER26,85
33,PER27,87
33,PER28,89
33,PER29,102
33,PER30,114
33,PER31,116
33,PER32,127
33,PER33,126
33,PER34,126
33,PER35,114
33,PER36,98
33,PER37,78
33,PER38,53
33,PER39,44
33,PER40,31
33,PER41,19
33,PER42,15
33,PER43,10
33,PER44,5
33,PER45,2
33,PER46,0
33,PER47,0
33,PER48,0
34,PER01,1
34,PER02,1
34,PER03,1
34,PER04,1
34,PER05,2
34,PER06,5
34,PER07,5
34,PER08,8
34,PER09,15
34,PER10,21
34,PER11,27
34,PER12,25
34,PER13,34
34,PER14,33
34,PER15,36
34,PER16,38
34,PER17,36
34,PER18,45
34,PER19,59
34,PER20,68
34,PER21,59
34,PER22,46
34,PER23,45
34,PER24,56
34,PER25,60
34,PER26,55
34,PER27,62
34,PER28,60
34,PER29,57
34,PER30,58
34,PER31,56
34,PER32,71
34,PER33,60
34,PER34,59
34,PER35,54
34,PER36,43
34,PER37,31
34,PER38,23
34,PER39,13
34,PER40,5
34,PER41,7
34,PER42,7
34,PER43,3
34,PER44,1
34,PER45,1
34,PER46,1
34,PER47,1
34,PER48,1
35,PER01,0
35,PER02,0
35,PER03,2
35,PER04,4
35,PER05,10
35,PER06,14
35,PER07,22
35,PER08,39
35,PER09,43
35,PER10,68
35,PER11,72
35,PER12,73
35,PER13,73
35,PER14,69
35,PER15,78
35,PER16,89
35,PER17,91
35,PER18,87
35,PER19,91
35,PER20,85
35,PER21,86
35,PER22,85
35,PER23,88
35,PER24,85
35,PER25,79
35,PER26,92
35,PER27,96
35,PER28,88
35,PER29,89
35,PER30,93
35,PER31,92
35,PER32,91
35,PER33,89
35,PER34,88
35,PER35,90
35,PER36,66
35,PER37,57
35,PER38,27
35,PER39,24
35,PER40,15
35,PER41,17
35,PER42,6
35,PER43,4
35,PER44,3
35,PER45,2
35,PER46,2
35,PER47,1
35,PER48,1
36,PER01,0
36,PER02,0
36,PER03,1
36,PER04,1
36,PER05,3
36,PER06,6
36,PER07,10
36,PER08,16
36,PER09,16
36,PER10,19
36,PER11,24
36,PER12,23
36,PER13,27
36,PER14,31
36,PER15,30
36,PER16,31
36,PER17,37
36,PER18,39
36,PER19,52
36,PER20,52
36,PER21,47
36,PER22,43
36,PER23,44
36,PER24,41
36,PER25,44
36,PER26,44
36,PER27,47
36,PER28,45
36,PER29,51
36,PER30,60
36,PER31,68
36,PER32,68
36,PER33,72
36,PER34,61
36,PER35,62
36,PER36,48
36,PER37,32
36,PER38,22
36,PER39,16
36,PER40,9
36,PER41,7
36,PER42,6
36,PER43,6
36,PER44,6
36,PER45,5
36,PER46,0
36,PER47,0
36,PER48,0
37,PER01,0
37,PER02,0
37,PER03,0
37,PER04,0
37,PER05,1
37,PER06,1
37,PER07,1
37,PER08,3
37,PER09,5
37,PER10,7
37,PER11,11
37,PER12,12
37,PER13,11
