"ORIG_FIPS","DEST_FIPS","ALLALL","WRKALL","NWKALL","ALLSOV","ALLHOV","ALLTRN","ALLWALK","ALLBIKE"
13217,13151,13844,4207,9637,5600,8241,0,0,3
13151,13217,13792,4191,9601,5628,8161,0,0,3
13057,13015,13676,4755,8921,6370,7286,0,7,13
13015,13057,13345,4705,8640,6287,7042,0,4,12
13223,13045,12613,4064,8549,4945,7660,0,0,8
13045,13223,12393,4024,8369,4940,7447,0,0,6
13217,13297,12330,4043,8287,5267,7053,0,2,8
13297,13217,12276,4004,8272,5221,7047,0,2,6
13013,13297,11557,3134,8423,4521,7025,0,0,11
13297,13013,11538,3126,8412,4464,7063,0,0,11
13089,13217,11245,5196,6049,5742,5438,65,0,0
13217,13089,11108,5122,5986,5693,5352,63,0,0
13063,13067,9918,6451,3467,5746,3883,289,0,0
13067,13063,9749,6433,3316,5748,3706,295,0,0
13015,13223,9354,3206,6148,3889,5465,0,0,0
13223,13015,9245,3279,5966,3999,5246,0,0,0
13117,13089,9058,4375,4683,4770,4215,73,0,0
13117,13067,9045,4886,4159,5054,3977,14,0,0
13089,13117,8646,4255,4391,4682,3895,69,0,0
13151,13113,8535,3321,5214,3931,4604,0,0,0
13067,13117,8439,4586,3853,4677,3746,16,0,0
13113,13151,8288,3296,4992,3898,4390,0,0,0
13247,13121,8055,5072,2983,4811,2886,358,0,0
13121,13247,7875,4816,3059,4525,2994,356,0,0
13057,13135,7744,4388,3356,4587,3157,0,0,0
13297,13089,7703,3248,4455,3764,3934,5,0,0
13135,13057,7679,4237,3442,4487,3190,2,0,0
13089,13297,7492,3083,4409,3608,3879,5,0,0
13013,13139,7461,2436,5025,3214,4245,0,0,2
13247,13297,7425,2612,4813,3146,4278,0,0,1
13297,13247,7407,2615,4792,3167,4239,0,0,1
13139,13013,7354,2422,4932,3175,4177,0,0,2
13045,13121,6987,3350,3637,3914,2990,83,0,0
13217,13135,6938,3308,3630,3745,3190,3,0,0
13045,13077,6756,3210,3546,3598,3150,8,0,0
13121,13045,6730,3230,3500,3838,2812,80,0,0
13077,13045,6713,3237,3476,3629,3075,9,0,0
13063,13255,6670,2974,3696,3498,3158,12,0,2
13255,13063,6609,2971,3638,3492,3103,12,0,2
13255,13113,6587,2502,4085,3178,3407,0,0,2
13113,13255,6584,2529,4055,3194,3388,0,0,2
13135,13217,6584,3162,3422,3602,2979,3,0,0
13057,13089,6402,3482,2920,3677,2687,38,0,0
13097,13089,6161,2708,3453,2865,3228,68,0,0
13139,13121,6142,3243,2899,3474,2631,37,0,0
13089,13057,6059,3168,2891,3404,2612,43,0,0
13077,13063,5962,3542,2420,3578,2316,68,0,0
13121,13139,5925,3022,2903,3250,2638,37,0,0
13063,13077,5892,3491,2401,3535,2289,68,0,0
13089,13097,5839,2590,3249,2814,2961,64,0,0
13217,13121,5401,3209,2192,3016,2192,193,0,0
13085,13139,5316,1784,3532,2442,2873,0,0,1
13063,13135,5296,3236,2060,2954,2176,166,0,0
13135,13063,5250,3369,1881,3076,2014,160,0,0
13045,13067,5245,2755,2490,3114,2127,4,0,0
13067,13045,5233,2738,2495,3128,2102,3,0,0
13139,13085,5212,1772,3440,2368,2843,0,0,1
13015,13121,5079,2522,2557,2778,2249,52,0,0
13121,13217,5031,3045,1986,2863,1978,190,0,0
13121,13015,4631,2357,2274,2616,1962,53,0,0
13151,13135,4620,2463,2157,2521,2094,5,0,0
13135,13151,4454,2256,2198,2363,2087,4,0,0
13223,13057,4012,1548,2464,1839,2173,0,0,0
13113,13089,3986,1965,2021,2169,1798,19,0,0
13089,13113,3932,1884,2048,2040,1874,18,0,0
13057,13223,3905,1518,2387,1787,2118,0,0,0
13077,13097,3856,1783,2073,2006,1848,2,0,0
13097,13077,3770,1749,2021,1962,1805,3,0,0
13223,13089,3752,1948,1804,1949,1785,18,0,0
13297,13121,3662,1811,1851,1912,1730,20,0,0
13247,13063,3448,1975,1473,2047,1369,32,0,0
13089,13223,3430,1828,1602,1787,1623,20,0,0
13063,13247,3423,1950,1473,2057,1334,32,0,0
13121,13297,3349,1667,1682,1766,1563,20,0,0
13097,13063,3284,1895,1389,1881,1359,44,0,0
13063,13097,3254,1776,1478,1739,1473,42,0,0
13151,13067,3251,2073,1178,1912,1323,16,0,0
13139,13089,3237,1483,1754,1737,1496,4,0,0
13113,13067,3077,1782,1295,1847,1230,0,0,0
13255,13121,2971,1872,1099,1830,1088,53,0,0
13067,13151,2937,1841,1096,1672,1249,16,0,0
13089,13139,2919,1392,1527,1642,1273,4,0,0
13067,13113,2867,1683,1184,1699,1168,0,0,0
13013,13089,2793,1348,1445,1542,1239,12,0,0
13013,13121,2747,1498,1249,1597,1123,27,0,0
13121,13255,2729,1706,1023,1686,990,53,0,0
13089,13013,2670,1264,1406,1470,1186,14,0,0
13077,13255,2646,1249,1397,1481,1165,0,0,0
13085,13121,2618,1293,1325,1486,1131,1,0,0
13255,13077,2615,1212,1403,1447,1168,0,0,0
13121,13085,2592,1239,1353,1439,1152,1,0,0
13077,13067,2587,1598,989,1660,921,6,0,0
13077,13089,2519,1279,1240,1400,1093,26,0,0
13067,13077,2498,1469,1029,1541,951,6,0,0
13121,13013,2488,1307,1181,1396,1061,31,0,0
13089,13077,2443,1219,1224,1337,1079,27,0,0
13217,13063,2090,1306,784,1298,781,11,0,0
13063,13217,2033,1216,817,1224,797,12,0,0
13097,13113,1984,939,1045,1044,938,2,0,0
13113,13097,1925,926,999,997,927,1,0,0
13085,13135,1644,777,867,920,724,0,0,0
13135,13085,1604,769,835,890,714,0,0,0
13077,13151,1503,719,784,775,728,0,0,0
13085,13057,1475,490,985,684,791,0,0,0
13057,13085,1457,488,969,686,771,0,0,0
13247,13067,1435,811,624,769,655,11,0,0
13151,13077,1354,728,626,795,559,0,0,0
13067,13247,1340,748,592,721,607,12,0,0
13015,13089,1225,539,686,635,585,5,0,0
13097,13135,1183,656,527,663,515,5,0,0
13151,13297,1139,557,582,592,547,0,0,0
13013,13117,1122,579,543,618,504,0,0,0
13297,13151,1116,536,580,584,532,0,0,0
13089,13255,1099,577,522,648,443,8,0,0
13255,13089,1082,606,476,678,396,8,0,0
13089,13015,1079,476,603,587,487,5,0,0
13223,13135,1073,669,404,631,440,2,0,0
13045,13089,1065,416,649,580,478,7,0,0
13057,13139,1056,560,496,609,447,0,0,0
13089,13045,1039,393,646,539,493,7,0,0
13117,13013,1036,536,500,574,462,0,0,0
13135,13223,1004,595,409,610,392,2,0,0
13135,13097,995,610,385,631,359,5,0,0
13113,13045,964,502,462,562,402,0,0,0
13139,13057,960,509,451,579,381,0,0,0
13045,13113,950,502,448,578,372,0,0,0
13223,13063,929,667,262,593,324,12,0,0
13139,13067,898,457,441,538,359,1,0,0
13063,13223,850,598,252,505,333,12,0,0
13067,13139,829,413,416,478,350,1,0,0
13217,13067,803,439,364,408,390,5,0,0
13139,13297,795,408,387,447,348,0,0,0
13297,13139,777,435,342,475,302,0,0,0
13223,13077,761,341,420,356,405,0,0,0
13067,13217,750,379,371,372,373,5,0,0
13015,13097,732,387,345,393,339,0,0,0
13097,13015,686,347,339,364,322,0,0,0
13077,13223,681,311,370,360,321,0,0,0
13045,13063,659,391,268,426,231,2,0,0
13097,13151,657,333,324,339,318,0,0,0
13113,13135,651,326,325,309,342,0,0,0
13013,13217,645,351,294,392,253,0,0,0
13097,13057,644,352,292,370,273,1,0,0
13063,13045,643,351,292,392,248,3,0,0
13217,13013,638,339,299,374,264,0,0,0
13057,13097,631,364,267,389,241,1,0,0
13117,13015,621,261,360,305,316,0,0,0
13135,13113,605,326,279,312,293,0,0,0
13015,13117,603,282,321,326,277,0,0,0
13013,13247,602,337,265,339,263,0,0,0
13151,13097,593,349,244,348,245,0,0,0
13085,13067,592,266,326,333,259,0,0,0
13067,13085,576,259,317,315,261,0,0,0
13057,13063,559,335,224,294,250,15,0,0
13297,13067,552,235,317,261,291,0,0,0
13247,13013,550,308,242,315,235,0,0,0
13297,13117,541,305,236,297,244,0,0,0
13297,13063,538,359,179,360,177,1,0,0
13217,13255,523,315,208,334,189,0,0,0
13255,13217,522,301,221,337,185,0,0,0
13063,13057,514,311,203,264,236,14,0,0
13063,13297,506,303,203,309,196,1,0,0
13067,13297,490,202,288,238,252,0,0,0
13117,13297,475,265,210,271,204,0,0,0
13015,13135,471,249,222,283,187,1,0,0
13013,13067,470,261,209,290,180,0,0,0
13135,13015,469,211,258,236,232,1,0,0
13045,13015,434,196,238,206,228,0,0,0
13255,13247,407,215,192,230,177,0,0,0
13085,13089,403,183,220,231,171,1,0,0
13113,13223,403,204,199,207,196,0,0,0
13223,13113,401,214,187,221,180,0,0,0
13247,13255,379,217,162,245,134,0,0,0
13015,13045,374,176,198,200,174,0,0,0
13067,13013,363,208,155,239,124,0,0,0
13089,13085,362,179,183,232,129,1,0,0
13067,13255,332,173,159,183,147,2,0,0
13255,13067,322,181,141,194,126,2,0,0
13063,13117,313,178,135,169,136,8,0,0
13077,13135,292,153,139,166,124,2,0,0
13223,13117,291,164,127,159,132,0,0,0
13117,13063,283,175,108,161,113,9,0,0
13247,13113,270,165,105,181,89,0,0,0
13113,13247,269,177,92,177,92,0,0,0
13117,13223,254,149,105,138,116,0,0,0
13217,13113,249,149,100,150,99,0,0,0
13135,13077,246,124,122,129,115,2,0,0
13113,13217,214,129,85,142,72,0,0,0
13045,13135,213,70,143,100,113,0,0,0
13135,13045,197,59,138,80,117,0,0,0
13097,13247,194,101,93,116,78,0,0,0
13247,13097,192,104,88,110,82,0,0,0
13255,13135,179,85,94,112,67,0,0,0
13097,13117,168,58,110,64,104,0,0,0
13097,13255,164,36,128,48,116,0,0,0
13135,13255,144,74,70,80,64,0,0,0
13223,13151,143,46,97,55,88,0,0,0
13255,13097,140,47,93,58,82,0,0,0
13045,13057,131,65,66,67,64,0,0,0
13013,13151,127,61,66,67,60,0,0,0
13057,13045,122,67,55,72,50,0,0,0
13217,13139,120,66,54,82,38,0,0,0
13139,13217,117,66,51,77,40,0,0,0
13151,13013,117,50,67,64,53,0,0,0
13151,13045,116,32,84,38,78,0,0,0
13247,13077,116,42,74,49,67,0,0,0
13117,13097,115,49,66,60,55,0,0,0
13139,13247,113,61,52,76,37,0,0,0
13247,13117,112,61,51,72,39,1,0,0
13015,13063,111,47,64,47,64,0,0,0
13151,13223,110,42,68,44,66,0,0,0
13077,13247,105,42,63,50,55,0,0,0
13247,13139,104,65,39,67,37,0,0,0
13057,13113,100,27,73,31,69,0,0,0
13117,13247,100,56,44,70,30,0,0,0
13151,13057,100,35,65,41,59,0,0,0
13063,13015,95,43,52,43,52,0,0,0
13057,13151,94,29,65,32,62,0,0,0
13085,13015,91,26,65,37,54,0,0,0
13063,13139,88,29,59,29,57,2,0,0
13045,13151,85,25,60,35,50,0,0,0
13113,13057,80,19,61,21,59,0,0,0
13139,13063,80,27,53,29,49,2,0,0
13063,13013,76,47,29,55,20,1,0,0
13013,13057,74,38,36,38,36,0,0,0
13015,13085,71,19,52,27,44,0,0,0
13013,13063,70,41,29,55,14,1,0,0
13117,13217,69,22,47,29,40,0,0,0
13217,13097,69,34,35,37,32,0,0,0
13057,13013,63,34,29,40,23,0,0,0
13097,13217,63,32,31,36,27,0,0,0
13151,13117,61,33,28,33,28,0,0,0
13217,13117,61,27,34,38,23,0,0,0
13013,13085,55,30,25,32,23,0,0,0
13217,13077,55,21,34,22,33,0,0,0
13085,13013,54,25,29,31,23,0,0,0
13297,13113,54,20,34,23,31,0,0,0
13297,13255,54,19,35,24,30,0,0,0
13113,13297,52,16,36,16,36,0,0,0
13297,13097,51,12,39,11,40,0,0,0
13117,13151,50,26,24,34,16,0,0,0
13255,13297,48,20,28,22,26,0,0,0
13297,13057,46,31,15,35,11,0,0,0
13255,13045,44,22,22,31,13,0,0,0
13045,13255,43,19,24,30,13,0,0,0
13015,13139,42,6,36,12,30,0,0,0
13223,13247,42,23,19,26,16,0,0,0
13077,13057,38,7,31,12,26,0,0,0
13247,13223,37,16,21,20,17,0,0,0
13057,13247,36,17,19,21,15,0,0,0
13045,13117,35,4,31,7,28,0,0,0
13057,13077,35,10,25,15,20,0,0,0
13057,13297,35,23,12,23,12,0,0,0
13117,13045,35,5,30,6,29,0,0,0
13139,13151,33,9,24,11,22,0,0,0
13151,13139,33,9,24,12,21,0,0,0
13139,13015,32,8,24,15,17,0,0,0
13077,13217,30,17,13,17,13,0,0,0
13297,13085,30,6,24,9,21,0,0,0
13085,13297,28,4,24,7,21,0,0,0
13113,13117,26,12,14,13,13,0,0,0
13117,13077,26,9,17,8,18,0,0,0
13117,13113,26,12,14,17,9,0,0,0
13247,13057,25,9,16,15,10,0,0,0
13097,13297,24,11,13,12,12,0,0,0
13077,13117,22,4,18,5,17,0,0,0
13013,13097,19,6,13,7,12,0,0,0
13223,13255,19,5,14,5,14,0,0,0
13223,13013,18,1,17,2,16,0,0,0
13057,13217,16,7,9,9,7,0,0,0
13217,13045,14,2,12,4,10,0,0,0
13217,13223,14,6,8,8,6,0,0,0
13045,13217,13,1,12,3,10,0,0,0
13217,13057,13,4,9,7,6,0,0,0
13077,13015,11,9,2,8,3,0,0,0
13085,13097,11,2,9,2,9,0,0,0
13247,13045,11,4,7,5,6,0,0,0
13255,13223,11,5,6,6,5,0,0,0
13015,13077,10,4,6,4,6,0,0,0
13045,13247,10,4,6,4,6,0,0,0
13151,13015,10,4,6,8,2,0,0,0
13223,13217,10,5,5,4,6,0,0,0
13015,13247,9,5,4,4,5,0,0,0
13097,13013,9,5,4,5,4,0,0,0
13113,13015,9,7,2,6,3,0,0,0
13247,13015,9,2,7,3,6,0,0,0
13057,13255,8,3,5,2,6,0,0,0
13085,13063,8,2,6,4,4,0,0,0
13097,13085,8,2,6,2,6,0,0,0
13015,13113,7,6,1,2,5,0,0,0
13015,13151,6,4,2,4,2,0,0,0
13097,13139,6,3,3,4,2,0,0,0
13113,13139,6,0,6,1,5,0,0,0
13139,13097,6,3,3,3,3,0,0,0
13063,13085,5,2,3,2,3,0,0,0
13139,13223,5,3,2,4,1,0,0,0
13223,13085,5,0,5,5,0,0,0,0
13223,13139,5,3,2,4,1,0,0,0
13297,13077,5,4,1,4,1,0,0,0
13013,13113,4,1,3,3,1,0,0,0
13085,13223,4,0,4,0,4,0,0,0
13139,13113,4,0,4,0,4,0,0,0
13255,13117,4,3,1,3,1,0,0,0
13013,13223,3,2,1,3,0,0,0,0
13077,13297,3,2,1,3,0,0,0,0
13117,13255,3,2,1,2,1,0,0,0
13013,13015,2,2,0,2,0,0,0,0
13013,13045,2,0,2,1,1,0,0,0
13013,13255,2,1,1,1,1,0,0,0
13015,13297,2,0,2,1,1,0,0,0
13045,13297,2,1,1,1,1,0,0,0
13113,13013,2,1,1,1,1,0,0,0
13217,13015,2,0,2,0,2,0,0,0
13223,13297,2,1,1,2,0,0,0,0
13255,13057,2,1,1,2,0,0,0,0
13297,13045,2,1,1,2,0,0,0,0
13015,13013,1,1,0,1,0,0,0,0
13085,13217,1,1,0,0,1,0,0,0
13139,13045,1,1,0,1,0,0,0,0
13139,13077,1,0,1,0,1,0,0,0
13139,13255,1,1,0,1,0,0,0,0
13217,13085,1,1,0,1,0,0,0,0
13255,13013,1,1,0,1,0,0,0,0
13297,13015,1,0,1,0,1,0,0,0
