ORIG,DEST,WRKSOV,WRKHOV,WRKTRN,NWKSOV,NWKHOV,NWKTRN,ALLSOV,ALLHOV,ALLTRN,WRKALL,NWKALL,ALLALL
1,1,81362,16506,159,85197,164461,83,166559,180967,242,98027,249741,347768
1,2,17133,3574,70,15795,29719,39,32928,33293,109,20777,45553,66330
1,3,7397,1219,168,2085,3500,17,9482,4719,185,8784,5602,14386
1,4,2729,401,196,406,616,12,3135,1017,208,3326,1034,4360
1,5,510,98,55,46,66,6,556,164,61,663,118,781
1,6,1628,268,191,206,366,24,1834,634,215,2087,596,2683
1,7,260,59,66,47,77,7,307,136,73,385,131,516
1,8,900,167,310,97,193,21,997,360,331,1377,311,1688
1,9,325,73,71,51,103,2,376,176,73,469,156,625
1,10,102,20,3,19,23,0,121,43,3,125,42,167
1,11,269,52,37,28,33,4,297,85,41,358,65,423
1,12,82,9,9,15,24,1,97,33,10,100,40,140
1,15,364,72,0,96,150,0,460,222,0,436,246,682
1,16,249,55,0,87,138,0,336,193,0,304,225,529
1,17,4859,1013,3,2959,5414,0,7818,6427,3,5875,8373,14248
1,18,2819,578,2,1635,2805,1,4454,3383,3,3399,4441,7840
1,21,90,19,21,8,12,0,98,31,21,130,20,150
1,22,124,43,7,14,34,0,138,77,7,174,48,222
1,23,67,23,6,11,37,1,78,60,7,96,49,145
1,24,47,19,8,15,22,1,62,41,9,74,38,112
1,31,1465,282,3,474,709,2,1939,991,5,1750,1185,2935
1,32,4503,852,9,2981,5805,2,7484,6657,11,5364,8788,14152
1,33,248,42,1,45,103,0,293,145,1,291,148,439
1,34,847,157,2,264,455,3,1111,612,5,1006,722,1728
1,35,1779,302,7,351,612,0,2130,914,7,2088,963,3051
1,36,416,64,4,90,159,1,506,223,5,484,250,734
1,41,4011,735,95,1258,2306,5,5269,3041,100,4841,3569,8410
1,43,953,157,39,263,454,4,1216,611,43,1149,721,1870
1,44,1059,199,26,367,595,3,1426,794,29,1284,965,2249
1,45,143,34,17,18,28,0,161,62,17,194,46,240
1,46,115,29,7,22,35,1,137,64,8,151,58,209
1,47,235,49,23,54,96,1,289,145,24,307,151,458
1,48,250,42,18,61,93,0,311,135,18,310,154,464
1,49,214,38,6,60,79,0,274,117,6,258,139,397
1,51,42,9,1,12,20,0,54,29,1,52,32,84
1,52,126,18,4,24,37,0,150,55,4,148,61,209
1,61,11,0,0,5,7,0,16,7,0,11,12,23
1,62,26,5,1,6,22,0,32,27,1,32,28,60
1,71,4963,885,16,2460,5090,0,7423,5975,16,5864,7550,13414
1,72,8679,1699,8,6523,12570,5,15202,14269,13,10386,19098,29484
1,73,769,132,0,176,353,0,945,485,0,901,529,1430
1,74,6452,1324,15,3876,7776,2,10328,9100,17,7791,11654,19445
1,75,796,162,4,318,570,0,1114,732,4,962,888,1850
1,76,684,120,0,177,330,0,861,450,0,804,507,1311
1,81,52,13,2,17,30,0,69,43,2,67,47,114
1,82,35,4,0,8,25,0,43,29,0,39,33,72
1,83,41,6,1,7,14,0,48,20,1,48,21,69
1,91,53,7,0,10,14,0,63,21,0,60,24,84
1,92,73,16,2,17,20,1,90,36,3,91,38,129
1,101,203,40,0,42,62,0,245,102,0,243,104,347
1,102,163,28,0,47,53,0,210,81,0,191,100,291
1,111,30,7,0,6,11,0,36,18,0,37,17,54
1,112,71,11,0,32,20,0,103,31,0,82,52,134
1,113,50,8,0,17,21,0,67,29,0,58,38,96
1,114,245,40,0,58,61,1,303,101,1,285,120,405
1,121,6,0,0,4,0,0,10,0,0,6,4,10
1,123,6,1,0,1,3,0,7,4,0,7,4,11
1,124,0,1,0,0,0,0,0,1,0,1,0,1
1,131,0,0,0,0,1,0,0,1,0,0,1,1
1,132,10,4,1,2,6,0,12,10,1,15,8,23
1,133,1,0,0,0,0,0,1,0,0,1,0,1
1,134,1,0,0,1,0,0,2,0,0,1,1,2
1,141,2162,466,2,419,643,0,2581,1109,2,2630,1062,3692
1,142,8565,1950,18,3611,7194,3,12176,9144,21,10533,10808,21341
1,143,13616,3065,24,11632,23887,4,25248,26952,28,16705,35523,52228
1,151,190,29,0,54,70,0,244,99,0,219,124,343
1,152,611,95,0,104,164,0,715,259,0,706,268,974
1,153,639,115,1,190,294,0,829,409,1,755,484,1239
1,163,45,11,1,10,25,0,55,36,1,57,35,92
1,164,5,1,0,0,2,0,5,3,0,6,2,8
1,171,171,41,1,34,37,0,205,78,1,213,71,284
1,172,26,13,0,14,12,0,40,25,0,39,26,65
1,173,195,47,0,31,64,1,226,111,1,242,96,338
1,181,4,2,0,1,2,0,5,4,0,6,3,9
1,182,0,0,0,1,0,0,1,0,0,0,1,1
1,191,178,44,0,29,69,0,207,113,0,222,98,320
1,192,108,21,0,29,37,0,137,58,0,129,66,195
1,201,647,136,0,227,247,0,874,383,0,783,474,1257
2,1,17497,3644,72,15884,29784,43,33381,33428,115,21213,45711,66924
2,2,26409,5323,80,42303,71250,108,68712,76573,188,31812,113661,145473
2,3,6842,1287,87,4855,7885,31,11697,9172,118,8216,12771,20987
2,4,1956,335,124,437,774,13,2393,1109,137,2415,1224,3639
2,5,333,76,24,49,73,3,382,149,27,433,125,558
2,6,1119,214,141,227,301,29,1346,515,170,1474,557,2031
2,7,195,44,18,51,50,7,246,94,25,257,108,365
2,8,747,145,309,106,185,40,853,330,349,1201,331,1532
2,9,217,44,27,41,50,1,258,94,28,288,92,380
2,10,59,12,0,15,21,0,74,33,0,71,36,107
2,11,154,46,20,14,41,5,168,87,25,220,60,280
2,12,59,15,4,4,14,0,63,29,4,78,18,96
2,15,164,20,0,61,74,0,225,94,0,184,135,319
2,16,73,13,0,29,42,0,102,55,0,86,71,157
2,17,1803,368,1,963,1434,0,2766,1802,1,2172,2397,4569
2,18,2097,397,1,1293,2124,2,3390,2521,3,2495,3419,5914
2,21,84,17,29,8,8,0,92,25,29,130,16,146
2,22,87,21,6,24,42,1,111,63,7,114,67,181
2,23,39,18,0,10,10,0,49,28,0,57,20,77
2,24,49,13,0,10,13,0,59,26,0,62,23,85
2,31,1227,214,0,425,749,2,1652,963,2,1441,1176,2617
2,32,5039,1087,2,6020,11638,1,11059,12725,3,6128,17659,23787
2,33,188,40,0,44,124,0,232,164,0,228,168,396
2,34,753,158,1,366,549,3,1119,707,4,912,918,1830
2,35,1479,290,7,521,799,4,2000,1089,11,1776,1324,3100
2,36,291,48,2,95,155,0,386,203,2,341,250,591
2,41,3148,575,51,2109,4242,17,5257,4817,68,3774,6368,10142
2,43,644,100,12,279,456,2,923,556,14,756,737,1493
2,44,750,151,9,403,700,6,1153,851,15,910,1109,2019
2,45,92,13,3,25,26,0,117,39,3,108,51,159
2,46,79,8,5,31,36,3,110,44,8,92,70,162
2,47,167,34,3,46,71,1,213,105,4,204,118,322
2,48,147,25,2,49,93,1,196,118,3,174,143,317
2,49,109,18,5,42,92,0,151,110,5,132,134,266
2,51,33,6,0,6,11,0,39,17,0,39,17,56
2,52,74,17,1,18,28,0,92,45,1,92,46,138
2,61,12,1,0,4,8,0,16,9,0,13,12,25
2,62,16,6,0,7,6,0,23,12,0,22,13,35
2,71,872,146,1,343,545,0,1215,691,1,1019,888,1907
2,72,2051,374,0,1065,2077,3,3116,2451,3,2425,3145,5570
2,73,210,41,1,56,108,1,266,149,2,252,165,417
2,74,3969,873,11,3142,6170,5,7111,7043,16,4853,9317,14170
2,75,391,83,0,194,328,0,585,411,0,474,522,996
2,76,229,44,0,73,127,0,302,171,0,273,200,473
2,81,51,14,1,11,13,0,62,27,1,66,24,90
2,82,28,5,0,5,18,0,33,23,0,33,23,56
2,83,30,11,1,5,18,0,35,29,1,42,23,65
2,91,29,6,0,7,9,0,36,15,0,35,16,51
2,92,46,11,1,12,22,0,58,33,1,58,34,92
2,101,59,8,0,16,23,0,75,31,0,67,39,106
2,102,51,14,0,10,22,0,61,36,0,65,32,97
2,111,19,8,0,13,4,0,32,12,0,27,17,44
2,112,37,5,0,12,10,0,49,15,0,42,22,64
2,113,40,11,0,16,23,0,56,34,0,51,39,90
2,114,164,35,0,44,65,0,208,100,0,199,109,308
2,121,6,1,0,4,0,0,10,1,0,7,4,11
2,123,3,1,0,2,4,0,5,5,0,4,6,10
2,132,5,1,0,8,15,0,13,16,0,6,23,29
2,133,0,0,0,0,2,0,0,2,0,0,2,2
2,134,2,0,0,0,1,0,2,1,0,2,1,3
2,141,500,104,0,96,180,0,596,284,0,604,276,880
2,142,1822,350,1,636,1003,0,2458,1353,1,2173,1639,3812
2,143,1851,398,1,1035,2182,2,2886,2580,3,2250,3219,5469
2,151,55,7,0,16,34,0,71,41,0,62,50,112
2,152,129,31,0,24,53,0,153,84,0,160,77,237
2,153,128,33,0,51,59,0,179,92,0,161,110,271
2,163,36,5,0,7,14,0,43,19,0,41,21,62
2,164,1,3,0,0,0,0,1,3,0,4,0,4
2,171,117,21,0,21,55,0,138,76,0,138,76,214
2,172,21,0,0,3,16,0,24,16,0,21,19,40
2,173,191,48,0,36,67,2,227,115,2,239,105,344
2,181,5,1,0,3,2,0,8,3,0,6,5,11
2,182,1,0,0,1,0,0,2,0,0,1,1,2
2,191,39,8,0,20,20,0,59,28,0,47,40,87
2,192,33,0,0,6,17,0,39,17,0,33,23,56
2,201,156,25,0,54,96,0,210,121,0,181,150,331
3,1,7635,1288,175,2091,3587,19,9726,4875,194,9098,5697,14795
3,2,7171,1404,91,4988,7840,35,12159,9244,126,8666,12863,21529
3,3,52537,9954,967,46946,59948,539,99483,69902,1506,63458,107433,170891
3,4,11341,1975,810,6010,9169,182,17351,11144,992,14126,15361,29487
3,5,1921,342,278,356,519,51,2277,861,329,2541,926,3467
3,6,5520,869,1011,1006,1261,108,6526,2130,1119,7400,2375,9775
3,7,1261,236,449,228,232,76,1489,468,525,1946,536,2482
3,8,2586,524,1389,363,536,166,2949,1060,1555,4499,1065,5564
3,9,1113,302,395,117,210,40,1230,512,435,1810,367,2177
3,10,431,94,26,75,91,11,506,185,37,551,177,728
3,11,766,183,256,64,96,19,830,279,275,1205,179,1384
3,12,395,107,62,70,91,13,465,198,75,564,174,738
3,15,132,18,0,37,47,1,169,65,1,150,85,235
3,16,63,13,0,20,22,1,83,35,1,76,43,119
3,17,1145,240,9,321,361,6,1466,601,15,1394,688,2082
3,18,1441,267,9,336,485,12,1777,752,21,1717,833,2550
3,21,262,64,118,12,20,4,274,84,122,444,36,480
3,22,415,104,45,51,94,5,466,198,50,564,150,714
3,23,284,74,48,50,75,16,334,149,64,406,141,547
3,24,219,52,22,51,69,9,270,121,31,293,129,422
3,31,1998,357,22,490,590,13,2488,947,35,2377,1093,3470
3,32,6775,1399,21,4947,8479,18,11722,9878,39,8195,13444,21639
3,33,773,130,5,196,348,3,969,478,8,908,547,1455
3,34,1818,319,25,607,917,10,2425,1236,35,2162,1534,3696
3,35,8342,1556,59,4259,6312,42,12601,7868,101,9957,10613,20570
3,36,1669,323,33,534,996,19,2203,1319,52,2025,1549,3574
3,41,20053,4082,374,16837,24000,213,36890,28082,587,24509,41050,65559
3,43,2506,472,132,929,1302,31,3435,1774,163,3110,2262,5372
3,44,2920,581,98,1142,1734,23,4062,2315,121,3599,2899,6498
3,45,499,70,112,66,96,5,565,166,117,681,167,848
3,46,379,61,53,76,120,4,455,181,57,493,200,693
3,47,820,138,135,157,171,14,977,309,149,1093,342,1435
3,48,756,149,86,153,256,15,909,405,101,991,424,1415
3,49,640,125,27,135,197,13,775,322,40,792,345,1137
3,51,237,47,5,58,73,1,295,120,6,289,132,421
3,52,429,74,21,80,98,3,509,172,24,524,181,705
3,61,92,16,4,24,20,1,116,36,5,112,45,157
3,62,118,23,5,29,32,0,147,55,5,146,61,207
3,71,1226,174,34,269,291,7,1495,465,41,1434,567,2001
3,72,2647,388,32,704,940,23,3351,1328,55,3067,1667,4734
3,73,484,68,2,131,135,0,615,203,2,554,266,820
3,74,5191,1070,44,2634,4137,18,7825,5207,62,6305,6789,13094
3,75,910,157,9,256,326,10,1166,483,19,1076,592,1668
3,76,549,89,12,140,166,7,689,255,19,650,313,963
3,81,202,56,16,44,47,7,246,103,23,274,98,372
3,82,136,26,4,34,40,2,170,66,6,166,76,242
3,83,201,42,11,28,62,4,229,104,15,254,94,348
3,91,149,26,11,29,33,1,178,59,12,186,63,249
3,92,185,30,9,28,34,2,213,64,11,224,64,288
3,101,97,17,0,22,25,0,119,42,0,114,47,161
3,102,92,16,0,34,23,9,126,39,9,108,66,174
3,111,28,5,0,13,12,0,41,17,0,33,25,58
3,112,41,11,0,13,18,1,54,29,1,52,32,84
3,113,78,15,0,25,40,7,103,55,7,93,72,165
3,114,230,49,3,65,50,3,295,99,6,282,118,400
3,121,58,10,1,16,17,0,74,27,1,69,33,102
3,122,0,0,0,0,4,0,0,4,0,0,4,4
3,123,34,6,0,16,15,0,50,21,0,40,31,71
3,124,5,0,0,2,6,0,7,6,0,5,8,13
3,131,7,3,0,4,5,0,11,8,0,10,9,19
3,132,101,21,5,21,49,0,122,70,5,127,70,197
3,133,6,0,0,2,4,0,8,4,0,6,6,12
3,134,9,6,0,4,7,0,13,13,0,15,11,26
3,141,460,119,3,75,115,4,535,234,7,582,194,776
3,142,1618,353,30,345,425,23,1963,778,53,2001,793,2794
3,143,1280,277,28,288,484,3,1568,761,31,1585,775,2360
3,151,28,8,0,15,25,0,43,33,0,36,40,76
3,152,99,21,0,27,34,0,126,55,0,120,61,181
3,153,162,27,2,48,46,1,210,73,3,191,95,286
3,163,204,28,14,27,61,2,231,89,16,246,90,336
3,164,14,3,0,2,2,0,16,5,0,17,4,21
3,171,295,55,1,40,57,4,335,112,5,351,101,452
3,172,58,11,0,19,30,0,77,41,0,69,49,118
3,173,585,129,3,67,108,1,652,237,4,717,176,893
3,181,24,5,2,8,5,0,32,10,2,31,13,44
3,182,13,3,0,3,5,0,16,8,0,16,8,24
3,191,136,24,1,27,34,1,163,58,2,161,62,223
3,192,70,14,1,11,7,0,81,21,1,85,18,103
3,201,148,18,0,58,61,0,206,79,0,166,119,285
4,1,2610,402,174,384,594,8,2994,996,182,3186,986,4172
4,2,1970,316,117,473,723,12,2443,1039,129,2403,1208,3611
4,3,11322,2017,765,5959,9331,175,17281,11348,940,14104,15465,29569
4,4,47974,8277,1380,47598,49100,912,95572,57377,2292,57631,97610,155241
4,5,5723,1146,405,4680,4971,177,10403,6117,582,7274,9828,17102
